SMILES,pIC50,pIC50-min,pIC50-max
C\C=C(/F)Cn1c(C)c(Oc2ccc(cc2)S(=O)(=O)N(C)C)c2ccccc12,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3ccc(F)nc23)cc1,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3cc(F)cnc23)cc1,<3.52,3.221848749616356,3.5228787452803374
CC(C)(O)c1c(Cc2ccc(cc2)S(C)(=O)=O)c2ncccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3ccccc23)cc1,<3.52,3.221848749616356,3.5228787452803374
Cc1c(Cc2ccc(nc2)S(C)(=O)=O)c2nc(ccc2n1C\C(F)=C\CN)C1CC1,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3ccc(nc23)C(C)(C)O)cc1,<3.52,3.221848749616356,3.5228787452803374
CC(O)c1c(Cc2ccc(cc2)S(=O)(=O)N(C)C)c2ncccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
Cc1c(Cc2ccc(nc2)S(C)(=O)=O)c2nc(ccc2n1C\C(F)=C\CN)C(C)(F)F,<3.52,3.221848749616356,3.5228787452803374
Cc1c(Cc2ccc(nc2)S(C)(=O)=O)c2nc(ccc2n1C\C(F)=C\CN)C(F)(F)F,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3ccncc23)cc1,<3.52,3.221848749616356,3.5228787452803374
CC(C)c1c(Cc2ccc(cc2)S(C)(=O)=O)c2ncccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
Cc1c(Cc2ccc(cc2C)S(C)(=O)=O)c2ncccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
Cc1c(Cc2ccc(c(Cl)c2)S(C)(=O)=O)c2ncccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
Cc1c(Cc2ccc(cc2)S(C)(=O)=O)c2cnc(C)cc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3cc(C)nnc23)cc1,<3.52,3.221848749616356,3.5228787452803374
Cc1c(Cc2ccc(cc2)S(C)(=O)=O)c2nc(C)ncc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
CN(C)S(=O)(=O)c1ccc(Cc2c(C)n(C\C(F)=C\CN)c3cnc(C)nc23)cc1,<3.52,3.221848749616356,3.5228787452803374
Cc1c(CCc2ccc(cc2)S(C)(=O)=O)c2nc(C)ccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
CC(C)c1c(Cc2ccc(nc2)S(=O)(=O)C(C)C)c2ncccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
CC(C)c1c(C(O)c2ccc(nc2)S(C)(=O)=O)c2ncccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
CCS(=O)(=O)c1ccc(Cc2c(C(C)C)n(C\C(F)=C\CN)c3cccnc23)cn1,<3.52,3.221848749616356,3.5228787452803374
CC(C)c1c(Cc2ccc(nc2)S(=O)(=O)C2CC2)c2ncccc2n1C\C(F)=C\CN,<3.52,3.221848749616356,3.5228787452803374
C[C@@H]1NC(=O)[C@@H]2CCN2C(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(CSCCNC(=O)[C@]3(C)CCCN3C(=O)[C@H](Cc3ccc(O)cc3)NC1=O)c2,4.45,4.449771646944906,4.449771646944906
COc1ccc(C[C@@H]2NC(=O)CCNC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc3c[nH]c4ccc(F)cc34)NC(=O)[C@H](Cc3cc4cc(F)ccc4[nH]3)NC(=O)[C@@H](C)NC(=O)[C@H](CCCCN)NC(=O)CCSCc3cccc(CSCCNC(=O)[C@]4(C)CCCN4C2=O)c3)cc1,5.18,5.183758700008217,5.183758700008217
