SMILES,Unit,Qualifier,Unit_Source
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=O)N2)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=O)N2)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=N2)OC)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=N2)OC)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=CC=CC=C2N1C/C(=C/CN)/F)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=CC=CC=C2N1C/C(=C/CN)/F)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CC(=CN=C3)S(=O)(=O)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CC(=CN=C3)S(=O)(=O)C,ambiguous,<,ambiguous
CN(C)S(=O)(=O)C1=CN=CC(=C1)C2=CN(C3=C2C=C(C=C3)Cl)C/C(=C/CN)/F,ambiguous,>,ambiguous
CN(C)S(=O)(=O)C1=CN=CC(=C1)C2=CN(C3=C2C=C(C=C3)Cl)C/C(=C/CN)/F,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=C(C=C2)Cl)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=C(C=C2)Cl)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=N2)OC)C3=CC(=CC=C3)SC,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=N2)OC)C3=CC(=CC=C3)SC,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=N2)OC)C3=CC(=CC=C3)S(=O)(=O)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=N2)OC)C3=CC(=CC=C3)S(=O)(=O)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CC(=CN=C3)S(=O)(=O)NC,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CC(=CN=C3)S(=O)(=O)NC,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)F)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)F)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=C(C=N2)Cl)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=C(C=N2)Cl)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)N=CC(=C2)Cl)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)N=CC(=C2)Cl)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C(=CC=C2)Cl)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C(=CC=C2)Cl)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC=C2Cl)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC=C2Cl)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CC=NC=C3,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CC=NC=C3,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CN=CC=C3,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CN=CC=C3,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=NC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=NC(=CC=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C3CC3)C4=CC(=CN=C4)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)C3CC3)C4=CC(=CN=C4)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CN=CN=C3,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CN=CN=C3,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)S(=O)(=O)N(C)C)C3=CC=NC=C3,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)S(=O)(=O)N(C)C)C3=CC=NC=C3,ambiguous,<,ambiguous
CC1=C(C=C(C=C1)S(=O)(=O)N(C)C)C2=C(N(C3=C2C=C(C=C3F)Cl)C/C(=C/CN)/F)C,ambiguous,>,ambiguous
CC1=C(C=C(C=C1)S(=O)(=O)N(C)C)C2=C(N(C3=C2C=C(C=C3F)Cl)C/C(=C/CN)/F)C,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CC(=CN=C3)S(=O)(=O)N,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)Cl)C3=CC(=CN=C3)S(=O)(=O)N,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)S(=O)(=O)N)C3=CC=NC=C3,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)S(=O)(=O)N)C3=CC=NC=C3,ambiguous,<,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)OC(F)(F)F)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,>,ambiguous
CC1=C(C2=C(N1C/C(=C/CN)/F)C=CC(=C2)OC(F)(F)F)C3=CC(=CN=C3)S(=O)(=O)N(C)C,ambiguous,<,ambiguous
