SMILES,RDKit2D_TPSA,RDKit2D_EState_VSA6,AC2D_90,RDKit2D_BCUT2D_CHGHI,FP_MACCS_66,FP_Morgan1024_r2_138,FP_AtomPair1024_53,RDKit2D_BCUT2D_CHGLO,FP_Morgan1024_r2_798,FP_AtomPair1024_825,FP_AtomPair1024_899,FP_Morgan1024_r2_828,FP_MACCS_115,RDKit2D_SMR_VSA5,FP_AtomPair1024_455,RDKit2D_PEOE_VSA7,AC2D_185,FP_Morgan1024_r2_250,FP_MACCS_149,AC2D_149,RDKit2D_SlogP_VSA5,RDKit2D_EState_VSA10,RDKit2D_VSA_EState8,FP_AtomPair1024_306,FP_TopoTorsion1024_779,FP_MACCS_116,RDKit2D_VSA_EState4,FP_AtomPair1024_1014,FP_AtomPair1024_79,FP_AtomPair1024_354,FP_TopoTorsion1024_472,RDKit2D_BCUT2D_MWLOW,FP_AtomPair1024_863,AC2D_146,FP_Morgan1024_r2_1005,FP_AtomPair1024_911,FP_TopoTorsion1024_169,FP_AtomPair1024_975,FP_Morgan1024_r2_634,FP_TopoTorsion1024_412,FP_AtomPair1024_751,Sol_ESOL_LogS,AC2D_166,FP_MACCS_108,FP_AtomPair1024_623,FP_Morgan1024_r2_305,FP_AtomPair1024_847,FP_Morgan1024_r2_954,RDKit2D_MolLogP,FP_MACCS_141,FP_Morgan1024_r2_28,RDKit2D_VSA_EState2,EState_Mean,RDKit2D_EState_VSA3,FP_MorganFeat1024_r2_600,RDKit2D_SPS,FP_AtomPair1024_687,Pharm2D_Gobbi_216,AC2D_171,Pharm2D_Gobbi_217,FP_TopoTorsion1024_515,FP_MACCS_126,RDKit2D_NHOHCount,RDKit2D_MaxAbsEStateIndex,FP_AtomPair1024_135,RDKit2D_SMR_VSA4,FP_AtomPair1024_755,FP_AtomPair1024_885,RDKit2D_VSA_EState1,FP_AtomPair1024_615,FP_AtomPair1024_986,RDKit2D_SlogP_VSA6,Pharm2D_Gobbi_194,FP_TopoTorsion1024_216,RDKit2D_VSA_EState5,RDKit2D_EState_VSA11,FP_Morgan1024_r2_758,RDKit2D_EState_VSA4,FP_AtomPair1024_334,FP_RDKit512_493,Pharm2D_Gobbi_87,FP_AtomPair1024_583,RDKit2D_VSA_EState10,FP_Morgan1024_r2_895,FP_TopoTorsion1024_336,FP_Morgan1024_r2_19,FP_Morgan1024_r2_231,RDKit2D_NumHDonors,FP_TopoTorsion1024_281,RDKit2D_fr_C_O,FP_Morgan1024_r2_47,FP_Morgan1024_r2_984,Pharm2D_Gobbi_233,FP_AtomPair1024_671,FP_MorganFeat1024_r2_174,Pharm2D_Gobbi_111,FP_Morgan1024_r2_340,FP_AtomPair1024_903,FP_Morgan1024_r2_493,FP_AtomPair1024_70,FP_Morgan1024_r2_58,RDKit2D_Chi3n,FP_Morgan1024_r2_285,FP_AtomPair1024_895,RDKit2D_SMR_VSA7,RDKit2D_HallKierAlpha,AC2D_151,RDKit2D_SMR_VSA10,RDKit2D_Chi2v,AC2D_10,AC2D_53,Pharm2D_Gobbi_128,FP_AtomPair1024_414,FP_AtomPair1024_102,Pharm2D_Gobbi_126,AC2D_30,FP_AtomPair1024_50,RDKit2D_MinEStateIndex,FP_Morgan1024_r2_816,FP_AtomPair1024_331,FP_AtomPair1024_211,FP_AtomPair1024_123,RDKit2D_NumAmideBonds,RDKit2D_NOCount,AC2D_182,Pharm2D_Gobbi_136,FP_AtomPair1024_699,AC2D_51,RDKit2D_VSA_EState9,average,sample_weight
NCCCC[C@@H]1NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)CNC1=O,424.22,12.132734,475.881,2.4070418,0.0,0.0,0.0,-2.306154,0.0,0.0,0.0,1.0,0.0,130.46947,0.0,107.92486,0.878,0.0,0.0,0.624,78.45694,52.959766,-0.31778345,0.0,1.0,0.0,17.2056,0.0,1.0,0.0,0.0,9.989353,1.0,1.108,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-17.624477,1.196,0.0,0.0,0.0,0.0,1.0,2.8334,0.0,1.0,167.83708,2.5555556,65.09561,1.0,21.745098,0.0,1.0,1.287,1.0,0.0,0.0,16.0,15.086,0.0,11.467335,1.0,1.0,14.983746,0.0,1.0,114.396774,1.0,1.0,-9.5007715,14.383612,1.0,22.253805,1.0,1.0,1.0,0.0,2.816324,1.0,0.0,1.0,1.0,14.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.360525,0.0,1.0,164.27904,-10.59,0.707,99.4678,27.137873,4.94,5.652,1.0,0.0,0.0,1.0,5.157,1.0,-2.0089562,1.0,0.0,0.0,1.0,10.0,27.0,1.076,1.0,0.0,3.845,0.0,4.532465886150408,1.1077944442343703
NCCCC[C@@H]1NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)C(CCc2ccccc2)NC(=O)CNC1=O,424.22,30.331835,465.349,2.4061852,0.0,0.0,0.0,-2.3061483,0.0,0.0,0.0,1.0,0.0,136.89029,0.0,109.6396,0.859,0.0,0.0,0.616,84.87776,67.343376,-0.2789942,0.0,1.0,0.0,15.70785,0.0,0.0,0.0,0.0,10.007117,1.0,1.134,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-15.090976,1.199,0.0,0.0,0.0,0.0,1.0,1.5565,0.0,1.0,166.57784,2.5859106,65.09561,1.0,22.28866,0.0,1.0,1.309,1.0,0.0,0.0,16.0,14.978522,0.0,11.467335,1.0,0.0,14.880075,0.0,1.0,114.396774,1.0,1.0,-9.3448305,1.9073486e-06,1.0,16.690355,0.0,1.0,1.0,0.0,2.8200538,1.0,0.0,1.0,1.0,14.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,16.424152,0.0,1.0,155.11128,-9.81,0.698,99.4678,25.895073,4.865,5.652,1.0,0.0,0.0,1.0,5.124,1.0,-1.9904827,1.0,0.0,0.0,1.0,10.0,27.0,1.07,1.0,0.0,3.836,0.0,5.655411257421286,1.1077944442343703
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(c1)CSC[C@@H](C(N)=O)NC2=O,440.01,0.0,515.408,2.4851637,1.0,1.0,1.0,-2.370638,1.0,1.0,1.0,0.0,1.0,136.89029,1.0,121.9208,0.827,1.0,0.0,0.703,85.38068,52.555645,1.0866646,1.0,0.0,1.0,13.966825,1.0,1.0,1.0,0.0,9.949338,1.0,1.087,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-16.640848,1.128,1.0,0.0,0.0,0.0,1.0,2.1769,0.0,0.0,171.26213,2.621287,70.61231,0.0,22.712872,1.0,0.0,1.27,0.0,1.0,0.0,17.0,15.210541,1.0,11.467335,1.0,1.0,29.827887,0.0,1.0,109.84699,0.0,0.0,-10.691403,19.178148,1.0,17.19327,1.0,1.0,0.0,0.0,2.786228,1.0,0.0,0.0,0.0,15.0,0.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,17.559687,0.0,1.0,154.99261,-10.34,0.682,110.37072,27.221241,4.947,6.061,1.0,1.0,0.0,1.0,5.177,1.0,-2.0479033,1.0,0.0,0.0,1.0,10.0,28.0,0.97,1.0,0.0,4.102,0.0,7.853871964321762,1.1077944442343703
CN1CC(=O)N[C@H](C(N)=O)CSCc2cccc(c2)CSCCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](Cc2c[nH]c3ccc(F)cc23)C(=O)N[C@@H](Cc2c[nH]c3ccc(F)cc23)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](Cc2ccc(O)cc2)C1=O,440.01,0.0,479.674,2.3615797,0.0,0.0,0.0,-2.280455,0.0,0.0,0.0,0.0,1.0,111.58599,0.0,102.15542,0.872,0.0,0.0,0.521,65.615295,71.733795,-1.0967045,0.0,0.0,0.0,15.367572,0.0,0.0,0.0,0.0,10.004983,1.0,1.118,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-14.855512,1.129,1.0,0.0,0.0,0.0,1.0,1.2542,0.0,0.0,168.18372,2.6581633,64.19149,0.0,20.959183,0.0,0.0,1.253,0.0,0.0,0.0,17.0,14.993961,1.0,11.467335,1.0,1.0,29.740843,0.0,1.0,109.84699,0.0,0.0,-10.956017,1.9073486e-06,1.0,22.09318,1.0,1.0,0.0,0.0,2.7558873,1.0,0.0,0.0,0.0,15.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.950349,0.0,1.0,154.99261,-10.34,0.705,110.37072,25.642311,4.881,5.603,1.0,0.0,0.0,1.0,5.088,0.0,-2.0471387,1.0,0.0,0.0,1.0,10.0,28.0,0.992,1.0,0.0,3.996,1.2675053,4.968995718636463,1.1077944442343703
NCCCC[C@@H]1NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,440.01,0.0,487.513,2.4275389,0.0,0.0,0.0,-2.418252,0.0,0.0,0.0,1.0,0.0,124.04865,0.0,108.57624,0.854,0.0,0.0,0.617,72.03612,62.14472,-0.4090588,0.0,1.0,0.0,15.495967,0.0,0.0,0.0,0.0,9.96672,1.0,1.112,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-15.189588,1.125,0.0,0.0,0.0,0.0,1.0,1.3967,0.0,1.0,169.50423,2.6397307,64.19149,1.0,22.050505,0.0,0.0,1.254,0.0,0.0,0.0,17.0,15.015597,0.0,11.467335,1.0,0.0,29.772604,0.0,1.0,109.84699,0.0,1.0,-10.655799,9.589074,1.0,17.19327,0.0,1.0,0.0,0.0,2.780813,1.0,0.0,1.0,0.0,15.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.780008,0.0,1.0,154.99261,-10.34,0.697,110.37072,26.225191,4.9,5.82,1.0,0.0,0.0,1.0,5.115,1.0,-2.0418496,1.0,0.0,0.0,1.0,10.0,28.0,0.981,1.0,0.0,4.026,0.0,7.170696227168975,1.1077944442343703
NCCCC[C@@H]1NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC1=O,440.01,0.0,497.031,2.3987863,0.0,0.0,0.0,-2.3752759,0.0,0.0,0.0,1.0,0.0,136.89029,0.0,121.41788,0.833,0.0,0.0,0.607,84.87776,52.555645,-0.4090588,0.0,1.0,0.0,15.592276,0.0,0.0,0.0,0.0,9.970693,1.0,1.096,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-16.640848,1.119,0.0,0.0,0.0,0.0,1.0,2.1769,0.0,1.0,170.99588,2.6171618,77.033134,1.0,22.08911,0.0,1.0,1.263,1.0,0.0,0.0,17.0,15.15811,1.0,11.467335,1.0,0.0,29.827166,0.0,1.0,109.84699,1.0,1.0,-10.59433,19.178148,1.0,17.19327,0.0,1.0,1.0,0.0,2.7933185,1.0,0.0,1.0,1.0,15.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.263147,0.0,1.0,154.99261,-10.34,0.7599998,110.37072,26.932297,4.935,5.862,1.0,0.0,0.0,1.0,5.175,1.0,-2.0443842,1.0,0.0,0.0,1.0,10.0,28.0,0.969,1.0,0.0,4.077,0.0,6.013676222949234,1.1077944442343703
C[C@@]12CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)[C@H](Cc1c[nH]c3ccc(F)cc13)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc1cccc(c1)CSCCNC2=O,396.92,30.818356,493.661,2.4762294,1.0,1.0,1.0,-2.3641868,1.0,1.0,1.0,0.0,1.0,130.84845,0.0,121.9208,0.81,1.0,0.0,0.718,85.38068,52.555645,1.6366034,1.0,0.0,1.0,8.713563,1.0,1.0,1.0,1.0,9.953734,0.0,0.969,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-17.97911,1.111,1.0,0.0,1.0,0.0,1.0,3.323,0.0,0.0,157.68358,2.5739796,82.05909,0.0,22.32653,1.0,0.0,1.179,0.0,0.0,0.0,15.0,15.086769,1.0,5.7336674,1.0,1.0,29.790394,0.0,0.0,109.84699,0.0,0.0,-8.303801,14.383612,1.0,11.126903,0.0,0.0,0.0,0.0,3.1075077,1.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,17.158358,0.0,0.0,154.99261,-9.81,0.687,104.46354,26.661098,4.913,5.859,1.0,1.0,0.0,1.0,5.126,0.0,-2.0101516,1.0,0.0,0.0,1.0,9.0,26.0,0.953,1.0,0.0,3.557,0.0,7.575118363368933,1.1077944442343703
C[C@H]1NC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSCCNC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC1=O,396.92,30.818356,501.082,2.4766736,1.0,1.0,1.0,-2.3641877,1.0,1.0,1.0,0.0,1.0,143.81403,1.0,128.84453,0.803,1.0,1.0,0.711,92.30441,52.555645,3.7055845,1.0,0.0,1.0,8.725688,1.0,1.0,1.0,1.0,9.953733,0.0,0.965,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-18.702349,1.104,1.0,1.0,1.0,1.0,0.0,3.7115,0.0,0.0,158.5891,2.5664983,82.05909,0.0,22.979797,1.0,0.0,1.181,0.0,1.0,0.0,15.0,15.138328,1.0,5.7336674,1.0,1.0,29.873247,1.0,0.0,109.84699,0.0,0.0,-8.3218565,14.383612,0.0,11.126903,1.0,0.0,0.0,1.0,3.1079884,0.0,1.0,0.0,0.0,14.0,0.0,10.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,17.4685,1.0,0.0,154.99261,-9.81,0.674,104.46354,27.114645,4.931,5.904,1.0,1.0,0.0,1.0,5.158,0.0,-2.0139947,1.0,0.0,0.0,1.0,9.0,26.0,0.94,1.0,0.0,3.58,0.0,7.632644078973981,1.1077944442343703
CCC[C@H]1NC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSCCNC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC1=O,396.92,37.742092,504.538,2.4770603,1.0,1.0,1.0,-2.3641884,1.0,1.0,1.0,0.0,1.0,156.65567,0.0,128.34161,0.795,1.0,1.0,0.703,105.14606,43.370693,4.1233783,1.0,0.0,1.0,8.792264,1.0,1.0,1.0,1.0,9.953733,0.0,0.965,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-20.053608,1.098,1.0,1.0,1.0,1.0,0.0,4.4917,0.0,0.0,159.85669,2.5453796,88.47991,0.0,22.762377,1.0,0.0,1.193,0.0,1.0,0.0,15.0,15.296197,1.0,5.7336674,1.0,1.0,30.012897,0.0,0.0,109.84699,1.0,0.0,-8.194574,23.568563,0.0,11.126903,0.0,0.0,1.0,0.0,3.117178,0.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,17.92678,0.0,0.0,154.99261,-9.81,0.663,104.46354,27.734219,4.95,5.949,1.0,1.0,0.0,1.0,5.201,1.0,-2.0149646,1.0,0.0,0.0,1.0,9.0,26.0,0.942,1.0,0.0,3.591,0.0,7.361510743045363,1.1077944442343703
CC(C)[C@H]1NC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSCCNC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC1=O,396.92,44.665833,503.144,2.4773972,1.0,1.0,1.0,-2.3641896,1.0,1.0,1.0,0.0,1.0,150.73776,1.0,127.8387,0.79,1.0,1.0,0.697,99.22815,43.370693,5.6513524,1.0,0.0,1.0,8.771873,1.0,1.0,1.0,1.0,9.953732,0.0,0.96,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-19.887459,1.108,1.0,1.0,1.0,1.0,0.0,4.3476,1.0,0.0,159.96089,2.5486798,82.05909,0.0,22.821783,1.0,0.0,1.201,0.0,1.0,0.0,15.0,15.308183,1.0,11.651573,1.0,1.0,30.018824,0.0,0.0,109.84699,0.0,0.0,-8.922635,23.568563,0.0,11.126903,1.0,0.0,0.0,0.0,3.113351,0.0,0.0,0.0,0.0,14.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,17.963348,0.0,1.0,154.99261,-9.81,0.66,104.46354,28.114645,4.956,5.943,1.0,1.0,1.0,1.0,5.204,0.0,-2.0177443,1.0,0.0,1.0,1.0,9.0,26.0,0.943,1.0,0.0,3.615,0.0,7.75448733218585,1.1077944442343703
C[C@H](O)[C@H]1NC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSCCNC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC1=O,417.15,30.818356,503.144,2.4775355,1.0,1.0,1.0,-2.3641891,1.0,1.0,1.0,0.0,1.0,149.918,1.0,128.84453,0.79,1.0,1.0,0.705,92.30441,53.27176,3.4880877,1.0,0.0,1.0,8.505231,1.0,1.0,1.0,1.0,9.953733,0.0,0.96,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-17.994377,1.095,1.0,1.0,1.0,1.0,0.0,3.0724,0.0,0.0,159.37746,2.5882838,58.87073,0.0,23.08911,1.0,0.0,1.163,0.0,1.0,0.0,16.0,15.245683,1.0,5.7336674,1.0,1.0,29.973269,0.0,0.0,109.84699,0.0,0.0,-9.096702,18.774027,0.0,17.19327,1.0,0.0,0.0,0.0,3.0664523,0.0,0.0,0.0,0.0,15.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,17.779087,0.0,1.0,154.99261,-9.85,0.669,104.46354,27.61123,4.952,6.055,1.0,1.0,0.0,1.0,5.192,0.0,-2.045522,1.0,0.0,1.0,1.0,9.0,27.0,0.938,1.0,0.0,3.735,0.0,7.570247719997592,1.1077944442343703
C[C@@H]1NC(=O)CCSCc2cccc(c2)CSCCNC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@@H](CCCCN)NC1=O,396.92,30.818356,501.082,2.4767542,1.0,1.0,1.0,-2.3641884,1.0,1.0,1.0,0.0,1.0,143.81403,1.0,128.84453,0.803,1.0,1.0,0.708,92.30441,52.555645,3.7251997,1.0,0.0,1.0,8.778263,1.0,1.0,1.0,1.0,9.953733,0.0,0.965,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-18.702349,1.097,1.0,1.0,1.0,1.0,0.0,3.7115,0.0,0.0,158.77768,2.5664983,75.514336,0.0,22.979797,1.0,0.0,1.181,0.0,1.0,0.0,15.0,15.245664,0.0,5.7336674,0.0,1.0,29.946802,1.0,1.0,109.84699,1.0,0.0,-8.316425,14.383612,0.0,11.126903,1.0,0.0,1.0,0.0,3.1037178,0.0,1.0,0.0,0.0,14.0,0.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,17.4685,1.0,0.0,154.99261,-9.81,0.61125016,104.46354,27.114645,4.931,5.91,1.0,1.0,0.0,1.0,5.164,0.0,-2.0170603,1.0,0.0,0.0,1.0,9.0,26.0,0.941,1.0,0.0,3.58,0.0,7.317854923626168,1.1077944442343703
C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC1=O,365.24,31.45016,488.347,2.4857898,1.0,1.0,1.0,-2.3700223,1.0,0.0,1.0,0.0,1.0,143.81403,0.0,141.68617,0.77,1.0,1.0,0.701,93.0313,52.243656,2.7447412,0.0,0.0,1.0,14.374215,1.0,0.0,1.0,0.0,9.950167,0.0,1.065,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-17.630753,1.146,1.0,1.0,0.0,1.0,1.0,3.2625,0.0,1.0,151.84372,2.5464911,87.98281,1.0,24.136843,1.0,1.0,1.336,1.0,0.0,0.0,14.0,15.271814,0.0,11.467335,0.0,1.0,29.731958,1.0,0.0,103.78062,1.0,1.0,-6.9884768,9.589074,1.0,11.126903,1.0,1.0,1.0,0.0,2.851093,1.0,1.0,1.0,1.0,12.0,1.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,17.508274,1.0,0.0,142.61072,-9.02,0.696,104.40142,26.639996,4.92,5.704,1.0,0.0,0.0,1.0,5.116,1.0,-1.7897961,1.0,0.0,0.0,0.0,10.0,24.0,0.988,1.0,1.0,3.946,0.0,7.054039296422431,1.1077944442343703
C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)CCSCc2cccc(c2)CSC[C@@H](C(N)=O)NC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC1=O,385.47,6.923737,489.242,2.4890149,1.0,1.0,1.0,-2.3720274,1.0,1.0,1.0,0.0,1.0,149.918,0.0,141.68617,0.758,1.0,1.0,0.695,93.0313,52.555645,2.4135711,1.0,0.0,1.0,14.145363,1.0,1.0,1.0,0.0,9.949341,0.0,1.058,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-16.922752,1.139,1.0,0.0,0.0,1.0,1.0,2.6234,0.0,1.0,152.58083,2.5695877,81.56199,1.0,24.226805,1.0,1.0,1.308,1.0,0.0,0.0,15.0,15.356305,0.0,11.467335,0.0,1.0,29.797913,1.0,0.0,103.78062,1.0,1.0,-7.754199,14.383612,1.0,11.126903,1.0,1.0,1.0,0.0,2.8239424,1.0,0.0,1.0,1.0,13.0,1.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,17.818861,0.0,1.0,142.61072,-9.06,0.688,104.40142,27.136581,4.942,5.857,1.0,0.0,0.0,1.0,5.16,1.0,-1.7897961,1.0,0.0,0.0,1.0,10.0,25.0,0.981,1.0,1.0,4.098,0.0,7.621602099051862,1.1077944442343703
C[C@H]1NC(=O)[C@H](CCC(=O)O)NC(=O)CCSCc2cccc(c2)CSCCNC(=O)[C@]2(C)CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC(=O)[C@H](Cc2c[nH]c3ccc(F)cc23)NC1=O,408.2,18.685621,513.028,2.476768,1.0,1.0,1.0,-2.3641877,1.0,1.0,1.0,0.0,1.0,137.3932,1.0,109.45813,0.836,1.0,1.0,0.703,85.88359,62.45671,3.2391675,1.0,0.0,1.0,2.6437964,1.0,1.0,1.0,1.0,9.953733,0.0,0.963,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-18.365448,1.063,1.0,1.0,1.0,1.0,0.0,3.4473,0.0,0.0,169.79848,2.6439395,46.02909,0.0,22.929293,1.0,0.0,1.15,0.0,1.0,0.0,14.0,15.095237,0.0,0.0,1.0,1.0,29.829857,1.0,0.0,109.84699,0.0,0.0,-10.583283,14.383612,0.0,17.19327,1.0,0.0,0.0,1.0,2.9961665,0.0,1.0,0.0,0.0,14.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.168455,1.0,1.0,154.99261,-10.3,0.683,110.432846,26.762602,4.928,6.12,0.0,1.0,0.0,0.0,5.149,0.0,-2.041594,0.0,0.0,0.0,1.0,9.0,27.0,0.954,0.0,0.0,3.725,0.0,6.694218848745018,1.1077944442343703
