SMILES,MORSE_192,GETAWAY_133,RDF_191,RDF_183,RDF_187,GETAWAY_263,RDF_193,RDF_197,RDF_185,RDF_184,MORSE_193,RDF_189,RDKit2D_VSA_EState1,MORSE_194,RDF_181,RDKit2D_EState_VSA4,MORSE_198,RDKit2D_PEOE_VSA4,FP_RDKit512_436,RDKit2D_EState_VSA9,MORSE_200,AC2D_169,RDKit2D_SlogP_VSA12,GETAWAY_261,FP_RDKit512_416,FP_AtomPair1024_242,FP_RDKit512_243,FP_MACCS_123,FP_TopoTorsion1024_520,FP_RDKit512_38,FP_TopoTorsion1024_988,FP_RDKit512_497,MORSE_40,FP_RDKit512_240,FP_Morgan1024_r2_713,RDKit2D_SlogP_VSA10,AC2D_121,FP_RDKit512_7,RDKit2D_BCUT2D_CHGLO,FP_RDKit512_319,AC3D_48,AC2D_153,MORSE_201,FP_AtomPair1024_970,FP_RDKit512_177,MORSE_38,FP_MorganFeat1024_r2_365,FP_MorganFeat1024_r2_131,FP_TopoTorsion1024_694,AC2D_46,FP_RDKit512_134,AC2D_117,GETAWAY_262,FP_RDKit512_488,FP_RDKit512_288,FP_Morgan1024_r2_389,FP_AtomPair1024_104,Pharm2D_Gobbi_172,FP_RDKit512_400,MORSE_203,FP_AtomPair1024_105,FP_TopoTorsion1024_552,FP_RDKit512_234,MORSE_104,MORSE_134,FP_MACCS_109,FP_RDKit512_453,Pharm2D_Gobbi_20,FP_MACCS_138,GETAWAY_132,GETAWAY_141,MORSE_218,FP_TopoTorsion1024_432,GETAWAY_131,AC3D_49,FP_RDKit512_58,AC3D_28,AC2D_112,AC3D_66,MORSE_8,FP_RDKit512_500,Phys_Max_Bond_Polarity,RDKit2D_PEOE_VSA11,RDKit2D_BCUT2D_MWLOW,AC2D_145,MORSE_187,MORSE_72,FP_RDKit512_457,MORSE_156,FP_AtomPair1024_870,FP_RDKit512_117,MORSE_219,FP_RDKit512_186,FP_AtomPair1024_348,AC3D_67,GETAWAY_259,MORSE_59,AC3D_79,RDKit2D_PEOE_VSA13,GETAWAY_207,AC2D_133,MORSE_44,FP_RDKit512_88,FP_RDKit512_344,AC2D_43,FP_MorganFeat1024_r2_806,RDKit2D_MaxAbsEStateIndex,FP_RDKit512_378,FP_AtomPair1024_464,MORSE_209,MORSE_58,GETAWAY_98,MORSE_43,RDKit2D_VSA_EState10,FP_TopoTorsion1024_761,AC2D_44,GETAWAY_129,FP_AtomPair1024_499,FP_MACCS_85,AC2D_184,FP_RDKit512_124,FP_RDKit512_456,FP_AtomPair1024_940,MORSE_140,RDF_35,FP_RDKit512_426,AC2D_47,FP_TopoTorsion1024_48,FP_RDKit512_217,AC3D_64,MORSE_107,MORSE_60,Pharm2D_Gobbi_59,FP_AtomPair1024_93,FP_Morgan1024_r2_926,FP_AtomPair1024_509,GETAWAY_270,GETAWAY_179,AC3D_68,FP_AtomPair1024_400,Pharm2D_Gobbi_94,FP_RDKit512_52,AC3D_63,RDKit2D_NumSaturatedHeterocycles,Pharm2D_Gobbi_96,FP_TopoTorsion1024_382,FP_RDKit512_354,RDKit2D_FpDensityMorgan1,QM_Charge_Min_Neg,FP_AtomPair1024_592,FP_RDKit512_423,Pharm2D_Gobbi_218,FP_RDKit512_273,FP_RDKit512_226,FP_AtomPair1024_973,MORSE_75,AC3D_47,FP_RDKit512_417,GETAWAY_142,FP_MorganFeat1024_r2_24,AC2D_186,Pharm2D_Gobbi_13,FP_RDKit512_179,FP_AtomPair1024_713,MORSE_28,FP_RDKit512_258,FP_RDKit512_493,FP_AtomPair1024_921,FP_AtomPair1024_740,EState_Mean,USR_ctd_Skew,FP_Morgan1024_r2_695,FP_AtomPair1024_896,FP_MorganFeat1024_r2_349,FP_AtomPair1024_967,FP_RDKit512_508,GETAWAY_220,FP_RDKit512_57,FP_AtomPair1024_645,RDKit2D_NumSaturatedRings,FP_RDKit512_155,AC2D_177,AC2D_41,MORSE_12,MORSE_91,FP_AtomPair1024_869,average,sample_weight
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,4366.031,171.422,94.866,181.312,74.063,127.227,70.981,45.604,81.04,51.161,166.079,74.473,11.520616,-23.202,89.765,41.85016,36.16,0.0,1.0,9.473726,-17.494,0.874,0.0,5.122,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.726,1.0,0.0,0.0,0.039,1.0,-2.2939825,1.0,0.404,0.917,5.195,1.0,1.0,6.354,1.0,1.0,0.0,6.151,1.0,0.269,4.013,1.0,1.0,0.0,0.0,1.0,1.0,12.389,0.0,0.0,1.0,-2.72,4.915,1.0,1.0,0.0,1.0,0.351,3.188,-3.167,0.0,2.881,0.352,1.0,0.436,-0.128,4.59,-2.492,0.0,0.80080676,0.0,9.814771,0.825,0.138,-2.212,0.0,0.131,0.0,1.0,0.041,1.0,1.0,4.298,4.494,0.133,0.406,5.90718,0.707,0.105,-2.605,1.0,0.0,6.108,1.0,13.738023,1.0,1.0,-7.686,-0.043,0.195,1.259,0.0,1.0,5.992,4.911,0.0,1.0,0.615,0.0,1.0,1.0,-2.064,9.591,1.0,5.96,1.0,1.0,3.019,1.255,0.206,1.0,1.0,1.0,0.0,0.503,0.03,3.458,1.0,1.0,1.0,2.686,1.0,1.0,1.0,1.0,1.0263158,-0.492264,1.0,0.0,1.0,1.0,1.0,0.0,0.89,0.494,1.0,3.307,0.0,0.733,0.0,0.0,0.0,0.179,1.0,1.0,1.0,0.0,2.1469297,0.23148143,1.0,1.0,0.0,1.0,1.0,1.312,0.0,1.0,1.0,0.0,1.036,5.907,-2.427,0.089,1.0,6.156144577376839,1.0104377584601565
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,4699.416,181.016,96.523,182.898,76.729,135.187,79.521,74.863,91.493,52.518,157.388,66.799,16.910345,-23.232,93.705,49.31441,36.004,0.0,1.0,14.210588,-17.899,0.884,0.0,5.186,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.547,1.0,0.0,0.0,-0.0,1.0,-2.294243,1.0,0.395,0.926,2.353,1.0,1.0,5.909,1.0,1.0,0.0,6.163,1.0,0.307,4.354,1.0,1.0,0.0,0.0,1.0,1.0,15.558,0.0,0.0,1.0,-2.541,4.248,1.0,1.0,0.0,1.0,2.178,2.925,-1.186,0.0,3.981,0.34,1.0,0.432,-0.155,4.442,-2.293,0.0,0.80080676,0.0,9.814771,0.838,-0.091,-2.02,0.0,0.22,0.0,1.0,-1.529,1.0,1.0,4.4,4.659,-0.087,0.398,5.90718,0.707,0.132,-2.381,1.0,0.0,6.115,1.0,13.758733,1.0,1.0,-7.204,0.04,0.216,1.797,0.0,1.0,6.0,5.228,0.0,1.0,0.665,0.0,1.0,1.0,-1.961,9.221,1.0,6.03,1.0,1.0,2.91,1.792,0.363,1.0,1.0,1.0,0.0,0.466,0.031,3.66,1.0,1.0,1.0,2.581,1.0,1.0,1.0,1.0,1.051282,-0.49226397,1.0,0.0,1.0,1.0,1.0,0.0,1.282,0.481,1.0,3.035,0.0,0.719,0.0,0.0,0.0,0.306,1.0,1.0,1.0,0.0,2.181624,0.2916388,1.0,1.0,0.0,1.0,1.0,1.295,0.0,1.0,1.0,0.0,1.045,5.923,-2.256,-0.125,1.0,6.603800652904264,1.0104377584601565
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCN(C)CC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,4653.79,156.438,64.579,187.308,105.721,114.335,72.516,90.529,63.477,35.496,177.799,67.36,11.584485,-32.282,94.1,54.93967,34.23,0.0,1.0,9.473726,-16.497,0.883,0.0,4.466,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.39,1.0,0.0,0.0,0.019,1.0,-2.3165262,1.0,0.409,0.921,1.513,1.0,1.0,5.764,0.0,1.0,0.0,6.165,1.0,0.307,3.557,1.0,1.0,0.0,0.0,1.0,1.0,11.995,0.0,0.0,1.0,-2.385,4.28,1.0,1.0,0.0,1.0,3.601,2.372,-1.396,0.0,4.25,0.356,1.0,0.441,-0.161,4.385,-2.208,0.0,0.80080676,0.0,9.814771,0.836,-0.132,-1.993,0.0,0.198,0.0,1.0,-0.934,1.0,1.0,4.315,3.638,-0.136,0.411,5.90718,0.63,0.143,-2.472,1.0,0.0,6.116,1.0,13.7931185,1.0,1.0,-8.974,0.02,0.185,1.254,0.0,1.0,5.999,4.4,0.0,1.0,0.617,0.0,1.0,1.0,-2.021,7.585,1.0,6.004,1.0,1.0,2.764,1.252,0.319,1.0,1.0,1.0,0.0,0.427,0.025,3.475,1.0,1.0,1.0,2.463,1.0,1.0,1.0,1.0,1.0,-0.49226397,1.0,0.0,1.0,1.0,1.0,0.0,1.006,0.467,1.0,2.434,0.0,0.701,0.0,0.0,0.0,0.272,1.0,1.0,1.0,0.0,2.1395833,-0.06758698,1.0,1.0,0.0,1.0,1.0,1.23,0.0,1.0,1.0,0.0,1.011,5.92,-2.333,-0.116,1.0,6.542118103266008,1.0104377584601565
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN(C)C)cc2)CC(C)(C)c2c1[nH]c1ccccc21,4271.778,161.502,96.029,181.935,57.803,122.423,66.405,12.886,77.119,45.341,161.386,50.583,11.411622,-27.02,88.268,35.181465,32.393,0.0,1.0,9.473726,-16.693,0.833,0.0,5.029,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.452,1.0,0.0,0.0,0.062,1.0,-2.2939324,1.0,0.412,0.855,9.256,1.0,1.0,5.215,1.0,1.0,0.0,6.147,1.0,0.262,3.852,1.0,1.0,0.0,1.0,1.0,1.0,14.6,1.0,0.0,1.0,-2.446,3.906,1.0,1.0,0.0,1.0,1.441,3.248,-2.24,0.0,2.143,0.372,1.0,0.446,-0.14,4.819,-2.23,0.0,0.80080676,0.0,9.814771,0.809,0.016,-1.963,0.0,-0.068,1.0,1.0,-2.111,1.0,1.0,4.41,4.426,0.014,0.414,5.90718,0.674,0.096,-2.19,1.0,0.0,6.104,1.0,13.686492,1.0,1.0,-6.4,-0.23,0.205,1.352,0.0,0.0,5.972,4.559,0.0,1.0,0.643,0.0,1.0,1.0,-1.88,8.656,1.0,5.956,1.0,1.0,3.123,1.348,0.043,1.0,0.0,1.0,0.0,0.473,0.032,3.491,1.0,1.0,1.0,2.872,0.0,1.0,1.0,1.0,1.081081,-0.49354964,1.0,0.0,1.0,1.0,1.0,0.0,0.911,0.502,1.0,2.9,0.0,0.755,0.0,0.0,0.0,0.001,1.0,1.0,1.0,0.0,2.1914415,0.2140006,1.0,1.0,0.0,1.0,1.0,1.235,0.0,1.0,0.0,0.0,0.917,5.893,-2.099,0.045,1.0,6.567030709125595,1.0104377584601565
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,4461.284,150.873,69.593,170.201,74.726,108.05,66.778,63.604,75.775,42.212,179.573,68.333,11.538779,-35.11,90.904,35.181465,35.097,0.0,1.0,9.473726,-14.494,0.878,0.0,4.024,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.378,1.0,0.0,0.0,0.042,1.0,-2.2939436,1.0,0.443,0.922,2.53,1.0,1.0,6.08,1.0,1.0,0.0,6.154,1.0,0.236,3.25,1.0,1.0,0.0,0.0,1.0,1.0,13.343,0.0,0.0,1.0,-2.373,4.619,1.0,1.0,0.0,1.0,2.876,2.136,-2.861,0.0,3.028,0.374,1.0,0.476,-0.125,4.634,-2.211,0.0,0.80080676,0.0,9.814771,0.829,-0.145,-1.997,0.0,0.118,0.0,1.0,-1.068,1.0,1.0,4.575,3.327,-0.154,0.416,5.90718,0.564,0.079,-2.136,1.0,0.0,6.108,1.0,13.758525,1.0,1.0,-7.67,-0.068,0.196,1.51,0.0,1.0,5.977,3.342,0.0,1.0,0.604,0.0,1.0,1.0,-1.945,7.913,1.0,5.996,1.0,1.0,2.886,1.505,0.206,1.0,0.0,1.0,0.0,0.408,0.028,3.546,1.0,1.0,1.0,2.59,1.0,1.0,1.0,1.0,1.0256411,-0.49354964,1.0,0.0,1.0,1.0,1.0,0.0,1.069,0.512,1.0,2.262,0.0,0.739,0.0,0.0,0.0,0.174,1.0,1.0,1.0,0.0,2.1303418,-0.11186904,1.0,1.0,0.0,1.0,1.0,1.215,0.0,1.0,1.0,0.0,1.041,5.909,-2.093,-0.16,1.0,6.441291429466834,1.0104377584601565
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCCCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,4557.537,168.667,69.976,177.298,97.433,117.931,48.677,72.017,79.538,48.581,166.371,59.03,11.576202,-35.998,92.25,35.181465,33.833,0.0,1.0,9.473726,-14.427,0.882,0.0,4.406,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.26,1.0,0.0,0.0,0.045,1.0,-2.2940414,1.0,0.424,0.926,3.188,1.0,1.0,5.754,1.0,1.0,0.0,6.162,1.0,0.244,3.38,1.0,1.0,0.0,0.0,1.0,1.0,12.494,0.0,0.0,1.0,-2.256,4.338,1.0,1.0,0.0,1.0,1.363,2.53,-1.513,0.0,2.072,0.361,1.0,0.456,-0.122,4.395,-2.108,0.0,0.80080676,0.0,9.814771,0.833,-0.186,-1.922,0.0,0.051,0.0,1.0,-1.989,1.0,1.0,4.305,3.679,-0.185,0.399,5.90718,0.622,0.086,-2.237,1.0,0.0,6.11,1.0,13.786586,1.0,1.0,-6.072,0.191,0.184,1.294,0.0,1.0,5.979,3.784,0.0,1.0,0.594,0.0,1.0,1.0,-1.974,8.909,1.0,6.0,1.0,1.0,2.733,1.289,0.177,1.0,0.0,1.0,0.0,0.503,0.026,3.395,1.0,1.0,1.0,2.46,1.0,1.0,1.0,1.0,1.0,-0.49354964,1.0,0.0,1.0,1.0,1.0,0.0,0.855,0.481,1.0,2.318,0.0,0.714,0.0,0.0,0.0,0.129,1.0,1.0,1.0,1.0,2.1145833,-0.3030411,1.0,1.0,0.0,1.0,1.0,1.265,0.0,1.0,1.0,0.0,1.046,5.912,-2.17,-0.173,1.0,6.372634143407268,1.0104377584601565
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCN(C)CC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,4752.043,155.832,98.128,182.285,103.365,110.651,75.089,41.083,68.247,50.007,162.539,76.094,11.5895195,-18.876,95.652,61.360493,34.304,0.0,1.0,9.473726,-16.748,0.886,0.0,4.523,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.531,1.0,0.0,0.0,0.022,1.0,-2.3174212,1.0,0.413,0.924,6.011,1.0,1.0,5.532,1.0,1.0,0.0,6.171,1.0,0.223,3.731,1.0,1.0,0.0,0.0,1.0,1.0,12.216,0.0,0.0,1.0,-2.524,4.098,1.0,1.0,0.0,1.0,4.408,2.293,-2.788,0.0,4.688,0.375,1.0,0.445,-0.157,4.032,-2.265,0.0,0.80080676,0.0,9.814771,0.84,0.055,-1.959,0.0,0.016,0.0,1.0,-0.475,1.0,1.0,3.863,3.815,0.053,0.416,5.90718,0.661,0.044,-2.416,1.0,0.0,6.117,1.0,13.806257,1.0,1.0,-7.501,-0.148,0.178,1.289,0.0,1.0,5.984,5.016,0.0,1.0,0.607,0.0,1.0,1.0,-2.084,8.411,1.0,6.013,1.0,1.0,2.582,1.285,0.196,1.0,0.0,1.0,0.0,0.592,0.025,3.316,1.0,1.0,1.0,2.361,1.0,1.0,1.0,1.0,1.0,-0.49354964,1.0,0.0,1.0,1.0,1.0,0.0,0.887,0.462,1.0,2.397,0.0,0.708,0.0,0.0,0.0,0.127,1.0,1.0,1.0,0.0,2.1239836,0.116620995,1.0,1.0,0.0,1.0,1.0,1.282,0.0,1.0,1.0,0.0,1.015,5.923,-2.319,0.034,1.0,6.7121982700697735,1.0104377584601565
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN(C)C)c2)CC(C)(C)c2c1[nH]c1ccccc21,4178.525,168.945,70.18,173.347,72.17,122.52,63.418,85.26,72.65,42.171,170.129,63.804,11.436834,-36.386,86.827,23.011133,35.719,0.0,1.0,9.473726,-14.755,0.829,0.0,4.474,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.509,1.0,0.0,0.0,0.059,1.0,-2.2943096,1.0,0.481,0.851,0.867,1.0,1.0,5.851,0.0,1.0,0.0,6.093,1.0,0.043,3.781,1.0,1.0,0.0,1.0,0.0,1.0,13.174,1.0,0.0,1.0,-2.503,4.397,1.0,1.0,0.0,1.0,0.775,2.835,-1.886,0.0,0.619,0.426,1.0,0.527,-0.144,5.146,-2.251,0.0,0.80080676,0.0,9.814763,0.805,-0.029,-1.97,0.0,0.179,0.0,1.0,-0.907,1.0,1.0,5.004,4.041,-0.041,0.475,5.90718,0.648,-0.068,-1.748,1.0,0.0,6.091,1.0,13.756664,1.0,1.0,-6.254,-0.026,0.148,1.387,0.0,0.0,6.063,3.881,0.0,1.0,0.658,0.0,1.0,0.0,-1.642,7.428,1.0,5.937,1.0,1.0,3.68,1.384,0.237,1.0,1.0,1.0,0.0,0.401,0.03,5.068,1.0,1.0,1.0,2.997,0.0,0.0,0.0,1.0,1.1111112,-0.49223903,1.0,0.0,1.0,1.0,1.0,0.0,1.029,0.569,1.0,2.96,0.0,0.775,0.0,0.0,1.0,0.217,1.0,1.0,1.0,0.0,2.210648,0.02117278,1.0,1.0,0.0,1.0,1.0,1.198,0.0,1.0,0.0,0.0,0.912,5.905,-1.74,-0.045,1.0,5.858236769724212,1.0104377584601565
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN3CCCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,4366.031,180.58,56.418,175.912,94.194,128.027,50.131,45.899,67.7,28.337,176.572,85.904,11.610826,-37.076,89.525,36.100647,36.507,0.0,1.0,9.473726,-15.604,0.874,0.0,4.925,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.674,1.0,0.0,0.0,0.039,1.0,-2.2943614,1.0,0.483,0.917,2.382,1.0,1.0,6.496,1.0,1.0,0.0,6.129,1.0,0.055,4.237,1.0,1.0,0.0,1.0,0.0,1.0,12.448,0.0,0.0,1.0,-2.668,4.816,1.0,1.0,0.0,1.0,1.042,3.168,-2.545,0.0,1.307,0.41,1.0,0.523,-0.128,4.745,-2.475,0.0,0.80080676,0.0,9.814763,0.825,0.033,-2.233,0.0,-0.034,0.0,1.0,-0.041,1.0,1.0,4.593,4.802,0.019,0.473,5.90718,0.709,-0.058,-2.322,1.0,0.0,6.095,1.0,13.8575735,1.0,1.0,-7.041,-0.006,0.162,1.385,0.0,1.0,6.079,5.181,0.0,1.0,0.615,0.0,1.0,0.0,-2.004,8.494,1.0,5.966,1.0,1.0,3.35,1.383,0.027,1.0,1.0,1.0,0.0,0.404,0.038,4.624,1.0,1.0,1.0,2.693,1.0,0.0,0.0,1.0,1.0526316,-0.49223858,1.0,0.0,1.0,1.0,1.0,0.0,1.132,0.556,1.0,3.62,0.0,0.757,0.0,0.0,1.0,0.005,1.0,1.0,1.0,0.0,2.1469297,0.043453787,1.0,1.0,0.0,1.0,1.0,1.256,0.0,1.0,1.0,0.0,1.036,5.921,-2.224,0.002,1.0,5.880414225038216,1.0104377584601565
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN3CCCCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,4461.284,171.958,81.432,181.288,65.963,124.618,58.325,83.714,76.842,40.745,175.469,71.959,11.659454,-37.439,90.976,36.100647,35.183,0.0,1.0,9.473726,-13.306,0.878,0.0,4.814,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.391,1.0,0.0,0.0,0.042,1.0,-2.294814,1.0,0.49,0.922,1.918,1.0,1.0,5.91,1.0,1.0,0.0,6.132,1.0,0.041,3.808,1.0,1.0,0.0,1.0,0.0,1.0,12.786,0.0,0.0,1.0,-2.387,4.423,1.0,1.0,0.0,1.0,1.576,3.191,-1.31,0.0,2.849,0.425,1.0,0.529,-0.125,4.539,-2.216,0.0,0.80080676,0.0,9.814763,0.829,-0.157,-2.007,0.0,0.146,0.0,1.0,-1.386,1.0,1.0,4.502,4.44,-0.168,0.487,5.90718,0.67,-0.068,-2.197,1.0,0.0,6.098,1.0,13.895768,1.0,1.0,-7.759,0.175,0.191,1.282,0.0,1.0,6.082,4.754,0.0,1.0,0.604,0.0,1.0,0.0,-1.964,8.471,1.0,5.987,1.0,1.0,3.186,1.278,0.216,1.0,1.0,1.0,0.0,0.57,0.031,4.492,1.0,1.0,1.0,2.553,1.0,0.0,0.0,1.0,1.0256411,-0.49223858,1.0,0.0,1.0,1.0,1.0,0.0,0.842,0.55,1.0,3.09,0.0,0.73,0.0,0.0,1.0,0.189,1.0,1.0,1.0,0.0,2.1303418,0.00022822473,1.0,1.0,0.0,1.0,1.0,1.233,0.0,1.0,1.0,0.0,1.041,5.924,-2.142,-0.146,1.0,6.048662481204082,1.0104377584601565
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN3CCOCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,4699.416,178.005,66.952,188.283,92.811,128.878,38.39,71.798,68.023,46.617,177.395,104.263,17.015673,-35.784,93.472,49.31441,34.895,0.0,1.0,14.210588,-17.224,0.884,0.0,4.82,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.893,1.0,0.0,0.0,-0.0,1.0,-2.2948112,1.0,0.477,0.926,3.097,1.0,1.0,5.844,1.0,1.0,0.0,6.141,1.0,0.123,4.07,1.0,1.0,0.0,1.0,0.0,1.0,13.163,0.0,0.0,1.0,-2.886,4.074,1.0,1.0,0.0,1.0,2.549,3.095,-1.306,0.0,3.316,0.412,1.0,0.522,-0.155,4.559,-2.606,0.0,0.80080676,0.0,9.814763,0.838,0.093,-2.298,0.0,0.013,0.0,1.0,-0.123,1.0,1.0,4.684,4.385,0.098,0.486,5.90718,0.665,-0.021,-2.316,1.0,0.0,6.103,1.0,13.88188,1.0,1.0,-8.119,0.092,0.183,1.533,0.0,1.0,6.087,4.67,0.0,1.0,0.665,0.0,1.0,0.0,-1.942,8.129,1.0,6.036,1.0,1.0,3.194,1.529,0.126,1.0,1.0,1.0,0.0,0.525,0.035,4.653,1.0,1.0,1.0,2.566,1.0,0.0,0.0,1.0,1.0769231,-0.49223855,1.0,0.0,1.0,1.0,1.0,0.0,1.098,0.536,1.0,3.266,0.0,0.742,0.0,0.0,1.0,0.084,1.0,1.0,1.0,0.0,2.181624,0.022180114,1.0,1.0,0.0,1.0,1.0,1.148,0.0,1.0,1.0,0.0,1.045,5.937,-2.207,0.067,1.0,6.068033885271827,1.0104377584601565
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN3CCN(C)CC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,4653.79,172.485,54.084,192.564,98.956,122.532,77.107,96.85,58.559,48.341,177.637,90.333,11.675925,-36.907,94.2,49.19016,36.775,0.0,1.0,9.473726,-16.814,0.883,0.0,4.567,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.891,1.0,0.0,0.0,0.019,1.0,-2.3168895,1.0,0.475,0.921,0.658,1.0,1.0,6.283,0.0,1.0,0.0,6.143,1.0,0.095,4.03,1.0,1.0,0.0,1.0,1.0,1.0,10.492,1.0,0.0,1.0,-2.883,4.548,1.0,1.0,0.0,1.0,1.328,2.801,-2.469,0.0,1.451,0.416,1.0,0.515,-0.161,4.326,-2.619,0.0,0.80080676,0.0,9.814763,0.836,0.162,-2.308,0.0,0.036,1.0,1.0,0.653,1.0,1.0,4.327,4.525,0.155,0.484,5.90718,0.666,0.001,-2.436,1.0,0.0,6.104,1.0,13.921882,1.0,1.0,-6.924,-0.02,0.175,0.966,0.0,1.0,6.086,5.265,0.0,1.0,0.617,0.0,1.0,0.0,-1.979,6.955,1.0,6.011,1.0,1.0,3.026,0.964,0.151,1.0,1.0,1.0,0.0,0.389,0.038,4.396,1.0,1.0,1.0,2.438,1.0,1.0,0.0,1.0,1.025,-0.49223855,1.0,0.0,1.0,1.0,1.0,0.0,0.761,0.522,1.0,3.368,0.0,0.723,0.0,0.0,1.0,0.111,1.0,1.0,1.0,0.0,2.1395833,-0.083405145,1.0,1.0,0.0,1.0,1.0,1.193,0.0,1.0,1.0,0.0,1.011,5.935,-2.299,0.119,1.0,5.542118103266008,1.0104377584601565
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCCN(C)C)c2)CC(C)(C)c2c1[nH]c1ccccc21,4271.778,165.68,108.467,175.886,68.89,126.039,41.888,47.987,93.043,44.782,154.084,48.933,11.500057,-23.005,87.354,29.431955,30.194,0.0,1.0,9.473726,-17.237,0.833,0.0,5.036,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-2.648,1.0,0.0,0.0,0.062,1.0,-2.294282,1.0,0.477,0.855,6.244,1.0,1.0,5.296,1.0,1.0,0.0,6.116,1.0,0.047,4.389,1.0,1.0,0.0,1.0,0.0,1.0,14.286,1.0,0.0,1.0,-2.641,3.847,1.0,1.0,0.0,1.0,1.603,2.967,-2.05,0.0,3.494,0.383,1.0,0.508,-0.14,4.682,-2.353,0.0,0.80080676,0.0,9.814763,0.809,-0.042,-2.029,0.0,0.089,1.0,1.0,-1.409,1.0,1.0,4.461,4.735,-0.054,0.447,5.90718,0.726,-0.067,-2.53,1.0,0.0,6.092,1.0,13.795483,1.0,1.0,-7.856,-0.071,0.199,1.585,0.0,0.0,6.061,4.584,0.0,1.0,0.643,0.0,1.0,1.0,-2.191,8.729,1.0,5.943,1.0,1.0,3.404,1.581,0.133,1.0,1.0,1.0,0.0,0.525,0.026,4.443,1.0,1.0,1.0,2.797,0.0,0.0,0.0,1.0,1.1081082,-0.49352422,1.0,0.0,1.0,1.0,1.0,0.0,1.174,0.547,1.0,3.287,0.0,0.779,0.0,0.0,1.0,0.116,1.0,1.0,1.0,0.0,2.1914415,0.3079247,1.0,1.0,0.0,1.0,1.0,1.216,0.0,1.0,0.0,0.0,0.917,5.908,-2.436,-0.005,1.0,6.209714835966759,1.0104377584601565
