SMILES,MORSE_192,GETAWAY_133,RDF_191,RDF_183,RDF_187,GETAWAY_263,RDF_193,RDF_197,RDF_185,RDF_184,MORSE_193,RDF_189,RDKit2D_VSA_EState1,MORSE_194,RDF_181,RDKit2D_EState_VSA4,MORSE_198,RDKit2D_PEOE_VSA4,FP_RDKit512_436,RDKit2D_EState_VSA9,MORSE_200,AC2D_169,RDKit2D_SlogP_VSA12,GETAWAY_261,FP_RDKit512_416,FP_AtomPair1024_242,FP_RDKit512_243,FP_MACCS_123,FP_TopoTorsion1024_520,FP_RDKit512_38,FP_TopoTorsion1024_988,FP_RDKit512_497,MORSE_40,FP_RDKit512_240,FP_Morgan1024_r2_713,RDKit2D_SlogP_VSA10,AC2D_121,FP_RDKit512_7,RDKit2D_BCUT2D_CHGLO,FP_RDKit512_319,AC3D_48,AC2D_153,MORSE_201,FP_AtomPair1024_970,FP_RDKit512_177,MORSE_38,FP_MorganFeat1024_r2_365,FP_MorganFeat1024_r2_131,FP_TopoTorsion1024_694,AC2D_46,FP_RDKit512_134,AC2D_117,GETAWAY_262,FP_RDKit512_488,FP_RDKit512_288,FP_Morgan1024_r2_389,FP_AtomPair1024_104,Pharm2D_Gobbi_172,FP_RDKit512_400,MORSE_203,FP_AtomPair1024_105,FP_TopoTorsion1024_552,FP_RDKit512_234,MORSE_104,MORSE_134,FP_MACCS_109,FP_RDKit512_453,Pharm2D_Gobbi_20,FP_MACCS_138,GETAWAY_132,GETAWAY_141,MORSE_218,FP_TopoTorsion1024_432,GETAWAY_131,AC3D_49,FP_RDKit512_58,AC3D_28,AC2D_112,AC3D_66,MORSE_8,FP_RDKit512_500,Phys_Max_Bond_Polarity,RDKit2D_PEOE_VSA11,RDKit2D_BCUT2D_MWLOW,AC2D_145,MORSE_187,MORSE_72,FP_RDKit512_457,MORSE_156,FP_AtomPair1024_870,FP_RDKit512_117,MORSE_219,FP_RDKit512_186,FP_AtomPair1024_348,AC3D_67,GETAWAY_259,MORSE_59,AC3D_79,RDKit2D_PEOE_VSA13,GETAWAY_207,AC2D_133,MORSE_44,FP_RDKit512_88,FP_RDKit512_344,AC2D_43,FP_MorganFeat1024_r2_806,RDKit2D_MaxAbsEStateIndex,FP_RDKit512_378,FP_AtomPair1024_464,MORSE_209,MORSE_58,GETAWAY_98,MORSE_43,RDKit2D_VSA_EState10,FP_TopoTorsion1024_761,AC2D_44,GETAWAY_129,FP_AtomPair1024_499,FP_MACCS_85,AC2D_184,FP_RDKit512_124,FP_RDKit512_456,FP_AtomPair1024_940,MORSE_140,RDF_35,FP_RDKit512_426,AC2D_47,FP_TopoTorsion1024_48,FP_RDKit512_217,AC3D_64,MORSE_107,MORSE_60,Pharm2D_Gobbi_59,FP_AtomPair1024_93,FP_Morgan1024_r2_926,FP_AtomPair1024_509,GETAWAY_270,GETAWAY_179,AC3D_68,FP_AtomPair1024_400,Pharm2D_Gobbi_94,FP_RDKit512_52,AC3D_63,RDKit2D_NumSaturatedHeterocycles,Pharm2D_Gobbi_96,FP_TopoTorsion1024_382,FP_RDKit512_354,RDKit2D_FpDensityMorgan1,QM_Charge_Min_Neg,FP_AtomPair1024_592,FP_RDKit512_423,Pharm2D_Gobbi_218,FP_RDKit512_273,FP_RDKit512_226,FP_AtomPair1024_973,MORSE_75,AC3D_47,FP_RDKit512_417,GETAWAY_142,FP_MorganFeat1024_r2_24,AC2D_186,Pharm2D_Gobbi_13,FP_RDKit512_179,FP_AtomPair1024_713,MORSE_28,FP_RDKit512_258,FP_RDKit512_493,FP_AtomPair1024_921,FP_AtomPair1024_740,EState_Mean,USR_ctd_Skew,FP_Morgan1024_r2_695,FP_AtomPair1024_896,FP_MorganFeat1024_r2_349,FP_AtomPair1024_967,FP_RDKit512_508,GETAWAY_220,FP_RDKit512_57,FP_AtomPair1024_645,RDKit2D_NumSaturatedRings,FP_RDKit512_155,AC2D_177,AC2D_41,MORSE_12,MORSE_91,FP_AtomPair1024_869,average,sample_weight
Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1cccc(O)c1,2641.504,119.104,37.24,159.356,26.483,88.268,54.292,54.071,28.346,83.903,140.764,24.563,0.0,-35.927,64.891,11.984273,28.591,0.0,0.0,0.0,-16.178,0.728,0.0,2.374,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.886,0.0,0.0,11.374773,0.119,0.0,-2.2061682,1.0,0.532,0.773,9.477,1.0,0.0,3.223,0.0,0.0,0.0,5.413,0.0,0.068,1.935,0.0,0.0,0.0,1.0,0.0,0.0,15.145,1.0,0.0,1.0,-1.881,2.448,0.0,0.0,0.0,0.0,0.0,2.02,-3.554,0.0,0.549,0.502,1.0,0.576,-0.032,4.447,-1.69,0.0,0.80103344,0.0,9.859157,0.692,0.143,-1.484,1.0,0.268,0.0,0.0,3.131,0.0,0.0,4.713,3.458,0.14,0.567,5.90718,0.373,0.153,-1.654,1.0,1.0,5.754,0.0,12.420001,0.0,0.0,-6.227,-0.197,0.106,1.005,0.0,0.0,5.669,5.518,0.0,0.0,0.719,1.0,0.0,0.0,-1.568,1.669,0.0,5.361,1.0,0.0,4.017,1.001,0.294,1.0,1.0,1.0,0.0,0.381,0.037,4.253,0.0,1.0,0.0,3.521,0.0,1.0,0.0,0.0,1.0357143,-0.50794077,0.0,1.0,1.0,1.0,0.0,0.0,0.568,0.574,0.0,1.789,0.0,0.876,0.0,1.0,1.0,0.284,0.0,0.0,0.0,1.0,2.3035715,-0.2414123,0.0,0.0,0.0,0.0,0.0,1.223,0.0,0.0,1.0,0.0,0.946,5.79,-1.631,0.099,0.0,5.698970004336019,1.0104377584601565
Cc1ccc(NC(=O)CCC2CCCCC2)cc1NCc1ccc2c(c1)OCO2,2441.747,119.558,44.752,160.738,39.266,88.054,44.007,56.192,37.823,53.227,146.141,20.358,10.810553,-21.06,66.912,46.339428,34.542,0.0,0.0,9.473726,-11.242,0.786,0.0,2.291,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.88,0.0,0.0,11.374773,0.151,0.0,-2.2064204,0.0,0.577,0.827,9.567,1.0,0.0,4.474,0.0,0.0,0.0,5.374,0.0,0.092,1.781,0.0,0.0,0.0,1.0,0.0,0.0,10.828,1.0,0.0,1.0,-1.876,3.147,1.0,0.0,0.0,1.0,0.001,1.791,-1.563,0.0,0.518,0.507,0.0,0.629,-0.109,4.005,-1.71,0.0,0.68439585,11.499023,9.859157,0.746,0.038,-1.527,1.0,0.211,0.0,1.0,0.974,0.0,0.0,3.945,2.527,0.035,0.591,0.0,0.367,0.147,-2.142,0.0,1.0,5.521,0.0,12.381797,0.0,0.0,-6.825,0.02,0.125,0.736,0.0,0.0,5.334,3.767,0.0,0.0,0.836,1.0,0.0,0.0,-1.712,4.398,0.0,5.209,0.0,0.0,2.72,0.733,0.264,1.0,1.0,1.0,0.0,0.334,0.029,4.498,0.0,1.0,0.0,2.641,0.0,1.0,0.0,0.0,1.0344827,-0.4535955,0.0,1.0,1.0,1.0,0.0,0.0,0.393,0.574,0.0,1.758,0.0,0.946,0.0,1.0,0.0,0.245,0.0,0.0,0.0,0.0,2.0517242,-0.062410697,0.0,0.0,0.0,0.0,0.0,1.279,0.0,0.0,1.0,1.0,0.954,5.712,-1.986,-0.015,0.0,6.221848749616356,1.0104377584601565
Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1cccnc1,2663.813,134.713,33.259,143.772,26.908,103.7,51.46,45.908,24.887,83.844,150.819,22.37,0.0,-34.279,61.547,11.984273,30.042,0.0,0.0,0.0,-17.713,0.728,0.0,2.691,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.854,0.0,0.0,11.374773,0.152,0.0,-2.2061372,1.0,0.541,0.787,7.959,1.0,0.0,3.158,0.0,1.0,0.0,5.427,0.0,0.086,2.099,0.0,0.0,0.0,1.0,0.0,1.0,15.469,1.0,0.0,1.0,-1.849,2.406,0.0,1.0,0.0,0.0,0.0,2.564,-3.384,0.0,0.538,0.508,1.0,0.577,-0.064,4.869,-1.662,0.0,0.5783572,0.0,9.859157,0.671,0.056,-1.437,1.0,0.23,0.0,0.0,1.388,0.0,1.0,5.202,3.653,0.061,0.579,5.90718,0.373,0.071,-1.492,1.0,1.0,5.786,0.0,12.33889,0.0,0.0,-4.095,-0.15,0.091,0.853,0.0,0.0,5.634,5.535,0.0,0.0,0.702,1.0,0.0,0.0,-1.42,1.253,0.0,5.386,1.0,1.0,4.172,0.848,0.293,1.0,1.0,1.0,0.0,0.398,0.039,4.387,0.0,1.0,0.0,3.919,0.0,1.0,0.0,1.0,1.1111112,-0.32601976,0.0,1.0,1.0,1.0,0.0,0.0,0.451,0.568,0.0,1.889,0.0,0.881,0.0,1.0,1.0,0.266,0.0,0.0,0.0,0.0,2.2160494,-0.20058729,0.0,0.0,0.0,0.0,0.0,1.235,0.0,0.0,1.0,0.0,0.951,5.789,-1.483,0.019,0.0,5.920818753952375,1.0104377584601565
CC(=O)Oc1ccc(C(=O)Nc2cc(NC(=O)CCC3CCCCC3)ccc2C)cc1,3592.005,151.014,71.819,174.281,30.729,107.99,55.978,51.35,38.01,121.856,155.604,40.287,4.986637,-27.958,70.508,11.984273,32.249,0.0,0.0,4.736863,-17.091,0.767,0.0,2.64,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.874,1.0,0.0,11.374773,0.177,0.0,-2.2061753,1.0,0.502,0.804,11.547,1.0,0.0,3.952,0.0,0.0,0.0,5.561,0.0,0.288,2.523,0.0,0.0,0.0,1.0,0.0,0.0,19.123,1.0,0.0,1.0,-1.87,2.728,0.0,0.0,0.0,0.0,1.826,2.02,-4.184,0.0,1.261,0.53,1.0,0.546,-0.068,4.145,-1.668,0.0,0.7342571,0.0,9.859157,0.739,0.25,-1.452,1.0,0.252,0.0,0.0,3.53,0.0,0.0,5.67,4.408,0.256,0.61,5.90718,0.375,0.345,-1.679,1.0,1.0,6.033,0.0,12.60464,0.0,0.0,-3.856,-0.237,0.155,1.154,0.0,0.0,5.787,6.088,0.0,0.0,0.74,1.0,0.0,0.0,-1.624,2.395,0.0,5.8,1.0,0.0,3.604,1.149,0.342,1.0,1.0,1.0,0.0,0.298,0.036,3.797,0.0,1.0,0.0,3.703,0.0,1.0,1.0,0.0,0.9677419,-0.42673314,1.0,1.0,1.0,1.0,0.0,0.0,0.64,0.494,1.0,1.586,0.0,0.806,0.0,1.0,1.0,0.305,0.0,0.0,0.0,1.0,2.344086,0.14526913,1.0,0.0,0.0,1.0,0.0,1.214,1.0,0.0,1.0,0.0,0.956,5.939,-1.671,0.164,0.0,5.6020599913279625,1.0104377584601565
Cc1ccc(NC(=O)CCCC2CCCCC2)cc1NC(=O)c1ccc(O)cc1,2716.173,119.973,27.72,157.484,25.994,93.458,47.419,48.056,28.772,84.52,142.923,29.38,0.0,-33.261,66.055,24.323,29.293,0.0,0.0,0.0,-16.415,0.731,0.0,2.552,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.686,0.0,0.0,11.374773,0.123,0.0,-2.2062776,1.0,0.548,0.776,7.679,1.0,0.0,3.671,0.0,0.0,0.0,5.441,0.0,0.402,1.837,0.0,0.0,0.0,1.0,0.0,0.0,16.07,1.0,0.0,1.0,-1.682,2.644,0.0,0.0,0.0,0.0,0.101,2.323,-3.598,0.0,0.849,0.537,1.0,0.591,-0.031,4.309,-1.497,0.0,0.8010583,0.0,9.856108,0.695,0.078,-1.305,1.0,0.271,0.0,0.0,3.225,0.0,0.0,4.632,2.987,0.079,0.612,5.90718,0.352,0.41,-1.651,1.0,1.0,5.785,0.0,12.422649,0.0,0.0,-5.274,-0.188,0.094,1.059,0.0,0.0,5.544,4.101,0.0,0.0,0.702,1.0,0.0,0.0,-1.622,1.687,0.0,5.414,0.0,0.0,3.335,1.054,0.365,1.0,1.0,1.0,0.0,0.35,0.034,3.716,0.0,0.0,0.0,3.39,0.0,0.0,1.0,0.0,1.0,-0.5079662,0.0,1.0,1.0,1.0,0.0,0.0,0.594,0.527,0.0,1.389,0.0,0.877,0.0,1.0,1.0,0.327,0.0,0.0,0.0,1.0,2.275862,-0.14865123,0.0,0.0,0.0,1.0,0.0,1.296,0.0,0.0,1.0,0.0,0.95,5.777,-1.652,0.021,0.0,5.3979400086720375,1.0104377584601565
Cc1ccc(C(=O)CCCC2CCCCC2)cc1NC(=O)c1cccnc1,2383.805,129.61,44.278,126.708,23.516,98.898,38.594,10.316,29.816,52.805,135.232,21.003,0.0,-35.533,59.099,24.323,21.615,0.0,0.0,0.0,-15.248,0.74,0.0,3.025,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.56,0.0,0.0,5.6873865,0.075,0.0,-2.2060263,1.0,0.508,0.772,4.926,1.0,0.0,2.607,0.0,1.0,0.0,5.483,0.0,-0.17,2.42,0.0,0.0,0.0,0.0,0.0,1.0,10.959,0.0,1.0,1.0,-1.557,2.126,0.0,1.0,0.0,0.0,0.0,2.478,-2.552,0.0,0.074,0.449,1.0,0.538,-0.036,4.94,-1.436,0.0,0.5784105,5.783245,9.851666,0.711,-0.088,-1.294,0.0,0.204,0.0,0.0,0.957,1.0,1.0,4.651,3.144,-0.075,0.497,5.90718,0.422,-0.134,-1.269,1.0,1.0,5.592,0.0,12.582939,0.0,0.0,-4.546,-0.05,0.12,0.445,0.0,0.0,5.582,2.952,0.0,0.0,0.606,1.0,0.0,0.0,-1.32,1.472,0.0,5.258,1.0,1.0,4.07,0.442,0.271,1.0,1.0,1.0,0.0,0.426,0.028,3.612,1.0,1.0,0.0,3.289,0.0,1.0,0.0,1.0,1.1111112,-0.32167804,0.0,1.0,1.0,0.0,0.0,0.0,0.16,0.573,0.0,2.487,0.0,0.785,0.0,1.0,1.0,0.245,0.0,0.0,0.0,0.0,2.1790123,-0.2801637,0.0,0.0,0.0,0.0,1.0,1.28,0.0,0.0,1.0,0.0,0.873,5.604,-1.295,-0.105,0.0,5.698970004336019,1.0104377584601565
Cc1ccc(NC(=O)CCC2CCCCC2)cc1C(=O)Nc1ccc(O)cc1,2641.504,132.005,42.08,149.963,45.211,102.694,57.435,13.823,34.825,96.514,143.458,24.054,0.0,-32.547,64.527,11.984273,33.531,0.0,0.0,0.0,-15.657,0.728,0.0,4.023,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.741,0.0,0.0,11.374773,0.119,0.0,-2.2059116,1.0,0.525,0.773,13.342,1.0,0.0,4.302,0.0,0.0,0.0,5.695,0.0,-0.177,1.671,0.0,0.0,0.0,1.0,0.0,0.0,15.719,1.0,0.0,1.0,-1.738,3.087,0.0,0.0,0.0,0.0,0.602,3.558,-2.934,0.0,1.488,0.497,1.0,0.571,-0.032,5.797,-1.585,0.0,0.8010564,0.0,9.859118,0.692,0.007,-1.417,1.0,0.188,0.0,0.0,1.628,1.0,0.0,3.781,5.755,0.006,0.587,5.90718,0.502,-0.178,-1.727,1.0,1.0,5.748,0.0,12.603752,0.0,0.0,-5.002,-0.18,0.212,1.438,0.0,0.0,5.823,7.107,0.0,0.0,0.719,1.0,0.0,0.0,-1.615,3.496,0.0,5.107,0.0,0.0,4.597,1.433,0.252,1.0,1.0,1.0,0.0,0.903,0.047,3.878,0.0,1.0,1.0,3.413,0.0,1.0,1.0,0.0,0.96428573,-0.5079643,0.0,1.0,1.0,1.0,0.0,0.0,0.962,0.53,0.0,1.503,0.0,0.902,0.0,0.0,1.0,0.228,0.0,1.0,0.0,1.0,2.3035715,0.031975463,0.0,0.0,0.0,1.0,0.0,1.155,0.0,0.0,1.0,0.0,0.946,5.797,-1.691,-0.044,0.0,5.154901959985743,1.0104377584601565
Cn1cncc1-c1ncc(-c2ncc(-c3ncc(-c4ccccc4)n3C)n2C)n1C,2871.313,151.131,19.812,115.083,93.45,128.543,23.032,20.089,45.669,32.373,175.232,30.108,8.14632,-14.625,62.482,45.812378,39.701,0.0,1.0,0.0,-26.105,0.89,0.0,3.19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.251,0.0,0.0,0.0,0.064,1.0,-2.0919333,0.0,0.427,0.89,7.688,1.0,1.0,6.64,0.0,1.0,0.0,5.541,0.0,0.236,2.2,0.0,1.0,1.0,0.0,0.0,1.0,10.112,0.0,0.0,0.0,-4.229,4.775,0.0,1.0,0.0,0.0,2.873,2.79,-3.743,1.0,6.752,0.482,0.0,0.457,-0.439,4.512,-3.701,1.0,0.4838781,17.473213,10.155661,0.89,-0.404,-2.954,0.0,0.486,0.0,1.0,-1.969,0.0,1.0,4.148,4.415,-0.349,0.596,0.0,0.455,0.236,-2.147,0.0,0.0,5.787,0.0,6.9712734,0.0,1.0,-13.759,-0.432,0.339,1.645,0.0,0.0,5.558,3.763,1.0,1.0,0.568,1.0,0.0,0.0,-1.741,9.195,1.0,5.314,1.0,1.0,3.286,1.64,0.632,1.0,0.0,0.0,0.0,0.345,0.025,3.469,1.0,0.0,0.0,3.326,0.0,0.0,0.0,1.0,0.56666666,-0.3312195,1.0,1.0,0.0,0.0,1.0,0.0,1.293,0.591,1.0,2.205,0.0,0.942,0.0,1.0,1.0,0.59,1.0,1.0,1.0,0.0,2.0444446,0.10449002,0.0,0.0,0.0,0.0,0.0,1.216,1.0,0.0,0.0,0.0,0.89,5.702,-2.021,-0.173,0.0,8.221848749616356,1.0104377584601565
CCNC(=O)[C@@H]1CSCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc2ccc(-c3ccccc3)cc2)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](Cc2ccc(-c3ccccc3)cc2)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)N1,4543.032,200.93451,85.693,173.954,88.929,145.695,57.6895,60.145,78.0855,51.29,174.6595,60.4905,0.0,-36.913002,83.9495,43.81551,34.991,0.0,1.0,0.0,-17.684,0.744,11.761885,4.8170004,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-2.451,1.0,1.0,0.0,0.103,0.0,-2.3318183,1.0,0.444,0.824,8.2645,1.0,1.0,5.4545,1.0,0.0,0.0,7.537,0.0,0.032,3.672,0.0,0.0,1.0,1.0,1.0,1.0,12.5875,1.0,0.0,0.0,-2.48,3.9645,0.0,0.0,0.0,1.0,1.3594999,2.7145,-3.0349998,1.0,2.359,0.40350002,1.0,0.484,-0.094,4.6495,-2.2085,1.0,0.78830415,0.0,9.986051,0.729,0.033,-1.926,1.0,0.1865,1.0,1.0,1.136,1.0,1.0,4.3995,4.697,0.0485,0.4725,0.0,0.6555,0.258,-2.001,0.0,0.0,7.346,1.0,15.252485,0.0,1.0,-8.0385,-0.2105,0.195,1.3510001,0.9383806,0.0,7.828,5.1425,1.0,1.0,0.731,1.0,0.0,1.0,-1.73,8.5105,1.0,7.864,1.0,0.0,3.3579998,1.381,0.2255,0.0,1.0,1.0,1.0,0.4725,0.0365,4.3389997,0.0,1.0,0.0,3.4035,3.0,1.0,1.0,1.0,0.44915253,-0.48995844,1.0,1.0,1.0,1.0,0.0,1.0,1.0195,0.504,1.0,2.361,1.0,1.05,1.0,0.0,1.0,0.2165,0.0,1.0,0.0,1.0,2.566384,0.035634488,0.0,1.0,1.0,1.0,1.0,1.2195001,0.0,1.0,3.0,0.0,1.057,7.274,-1.948,0.016999999,1.0,9.769551078621726,1.0104377584601565
CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CSC[C@@H](C(=O)NCC(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CO)NC1=O,4543.032,200.93451,85.693,173.954,88.929,145.695,57.6895,60.145,78.0855,51.29,174.6595,60.4905,0.0,-36.913002,83.9495,62.562893,34.991,0.0,1.0,16.87662,-17.684,0.733,11.761885,4.8170004,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-2.451,1.0,1.0,0.0,0.113,0.0,-2.3292868,1.0,0.444,0.795,8.2645,1.0,1.0,5.4545,1.0,0.0,0.0,7.587,0.0,0.0,3.672,0.0,0.0,1.0,1.0,1.0,1.0,12.5875,1.0,0.0,0.0,-2.48,3.9645,1.0,0.0,1.0,1.0,1.3594999,2.7145,-3.0349998,1.0,2.359,0.40350002,1.0,0.484,-0.097,4.6495,-2.2085,1.0,0.78830415,5.9595547,9.986136,0.742,0.033,-1.926,1.0,0.1865,1.0,1.0,1.136,1.0,1.0,4.3995,4.697,0.0485,0.4725,0.0,0.6555,0.208,-2.001,0.0,0.0,7.394,1.0,15.249601,0.0,1.0,-8.0385,-0.2105,0.195,1.3510001,0.7725328,0.0,7.91,5.1425,1.0,1.0,0.76,1.0,0.0,1.0,-1.73,8.5105,1.0,7.973,1.0,1.0,3.3579998,1.381,0.2255,0.0,1.0,1.0,1.0,0.4725,0.0365,4.3389997,0.0,1.0,0.0,3.4035,2.0,1.0,1.0,1.0,0.4919355,-0.48995844,1.0,1.0,1.0,1.0,0.0,1.0,1.0195,0.504,1.0,2.361,1.0,0.994,1.0,0.0,1.0,0.2165,0.0,1.0,0.0,1.0,2.670699,0.035634488,0.0,1.0,1.0,1.0,1.0,1.2195001,0.0,1.0,2.0,0.0,0.969,7.32,-1.948,0.016999999,1.0,9.97469413473523,1.0104377584601565
Cc1ccc(NC(=O)CCC2CCCCC2)cc1-c1nc2cc(O)ccc2[nH]1,2215.289,96.719,52.914,156.982,54.11,76.509,23.689,11.12,34.37,62.657,139.4,34.96,0.0,-33.417,59.647,40.09292,28.327,0.0,1.0,0.0,-17.245,0.816,0.0,2.494,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-2.253,0.0,0.0,5.6873865,0.066,1.0,-2.2057297,0.0,0.505,0.872,8.343,0.0,0.0,4.034,0.0,1.0,0.0,5.481,0.0,-0.177,1.397,0.0,1.0,0.0,1.0,0.0,1.0,10.375,1.0,0.0,0.0,-2.246,3.061,0.0,0.0,0.0,0.0,0.154,1.935,-2.514,0.0,0.755,0.497,0.0,0.535,-0.054,4.536,-2.053,1.0,0.80097604,0.0,9.85912,0.747,-0.277,-1.813,1.0,0.253,0.0,1.0,-0.819,0.0,1.0,3.147,2.754,-0.272,0.56,0.0,0.369,-0.176,-1.753,0.0,1.0,5.527,0.0,12.40387,0.0,1.0,-6.857,-0.151,0.11,0.914,0.0,0.0,5.53,1.22,0.0,0.0,0.747,1.0,0.0,1.0,-1.636,3.522,0.0,4.965,0.0,0.0,3.651,0.91,0.324,1.0,0.0,1.0,0.0,0.304,0.025,2.955,0.0,1.0,0.0,2.877,0.0,1.0,0.0,1.0,1.1785715,-0.507882,0.0,1.0,1.0,1.0,0.0,0.0,0.606,0.523,1.0,1.431,0.0,0.817,0.0,1.0,0.0,0.299,0.0,1.0,1.0,1.0,2.1488094,-0.112716414,0.0,0.0,0.0,0.0,0.0,1.323,0.0,1.0,1.0,1.0,1.002,5.696,-1.72,-0.24,0.0,9.154901959985745,1.0104377584601565
Cc1ccc2[nH]c(-c3cc(NC(=O)CCC4CCCCC4)ccc3C)nc2c1,2215.289,102.066,30.809,160.836,50.549,78.748,31.764,10.657,38.437,54.42,142.003,27.898,0.0,-23.782,61.731,46.010822,27.334,0.0,1.0,4.9839787,-15.084,0.807,0.0,2.448,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-2.037,0.0,0.0,5.6873865,0.173,1.0,-2.20573,0.0,0.555,0.869,6.944,0.0,0.0,3.797,0.0,1.0,0.0,5.481,0.0,-0.201,1.233,0.0,1.0,0.0,1.0,0.0,1.0,9.991,1.0,0.0,0.0,-2.032,3.023,0.0,0.0,0.0,0.0,0.0,1.761,-1.709,0.0,0.457,0.539,0.0,0.579,-0.064,4.906,-1.89,1.0,0.5499532,0.0,9.85912,0.72,-0.272,-1.706,1.0,0.278,0.0,1.0,0.043,0.0,1.0,3.39,3.02,-0.254,0.597,0.0,0.345,-0.168,-1.803,0.0,1.0,5.527,0.0,12.431648,0.0,1.0,-6.529,-0.037,0.139,0.584,0.0,1.0,5.53,3.065,0.0,0.0,0.747,1.0,0.0,1.0,-1.686,3.72,0.0,4.965,0.0,0.0,3.62,0.58,0.325,1.0,0.0,1.0,0.0,0.349,0.03,3.463,0.0,1.0,0.0,2.861,0.0,1.0,0.0,1.0,1.1071428,-0.3379409,0.0,1.0,1.0,1.0,0.0,0.0,0.351,0.583,1.0,1.095,0.0,0.817,0.0,1.0,0.0,0.31,0.0,1.0,1.0,0.0,2.0059524,-0.3141799,0.0,0.0,0.0,0.0,0.0,1.372,0.0,1.0,1.0,1.0,0.996,5.696,-1.773,-0.217,0.0,8.886056647693163,1.0104377584601565
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,5155.994,221.875,101.449,205.205,159.802,166.998,57.944,54.835,36.237,52.451,73.94,78.924,11.694653,-13.268,90.953,16.690355,31.53,0.0,0.0,49.169304,-16.348,0.711,34.80282,4.373,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.29,0.0,0.0,0.0,0.083,1.0,-2.112168,0.0,0.394,0.744,6.892,1.0,0.0,4.026,0.0,1.0,1.0,5.846,1.0,0.04,5.087,1.0,0.0,1.0,1.0,0.0,1.0,10.26,1.0,0.0,0.0,-2.428,3.914,1.0,0.0,1.0,0.0,0.834,2.436,-2.79,0.0,1.756,0.325,1.0,0.418,0.023,3.618,-2.173,0.0,0.81283927,0.0,10.011474,0.729,0.147,-1.907,1.0,0.094,0.0,0.0,1.723,1.0,0.0,4.503,5.51,0.135,0.371,0.0,0.725,-0.011,-1.26,0.0,0.0,6.088,0.0,11.176852,0.0,1.0,-11.248,-0.2,0.256,1.173,18.16788,0.0,5.965,6.143,1.0,0.0,0.832,1.0,1.0,1.0,-1.607,9.966,1.0,6.01,1.0,1.0,3.224,1.524,0.101,1.0,0.0,0.0,0.0,0.321,0.072,4.274,1.0,0.0,0.0,3.094,0.0,0.0,1.0,0.0,1.0,-0.4886396,0.0,1.0,0.0,1.0,0.0,0.0,1.275,0.465,1.0,2.912,1.0,0.808,1.0,0.0,1.0,0.166,0.0,1.0,1.0,1.0,2.3935184,0.22575393,1.0,0.0,1.0,1.0,1.0,1.411,0.0,0.0,0.0,0.0,0.911,6.038,-1.671,0.285,1.0,6.428291168191312,1.0104377584601565
