SMILES,FP_Morgan1024_r2_658,FP_Morgan1024_r2_233,FP_RDKit512_307,RDKit2D_fr_ether,Frag_fr_ether,FP_RDKit512_6,FP_Morgan1024_r2_210,FP_Morgan1024_r2_13,FP_RDKit512_102,FP_TopoTorsion1024_800,FP_Morgan1024_r2_893,Pharm2D_Gobbi_74,FP_Morgan1024_r2_726,FP_Morgan1024_r2_698,FP_MACCS_50,FP_RDKit512_106,RDKit2D_SlogP_VSA8,FP_RDKit512_437,FP_RDKit512_31,FP_RDKit512_76,Pharm2D_Gobbi_81,Frag_fr_benzene,Frag_fr_pyridine,RDKit2D_fr_methoxy,FP_MorganFeat1024_r2_193,RDKit2D_fr_pyridine,Frag_fr_methoxy,FP_MACCS_158,Pharm2D_Gobbi_73,Pharm2D_Gobbi_24,FP_MorganFeat1024_r2_24,FP_MACCS_136,FP_RDKit512_253,RDKit2D_fr_benzene,FP_MACCS_142,Pharm2D_Gobbi_79,FP_TopoTorsion1024_761,FP_MACCS_126,FP_MACCS_76,FP_RDKit512_18,FP_RDKit512_327,FP_RDKit512_396,RDKit2D_NumAromaticCarbocycles,FP_Morgan1024_r2_525,FP_RDKit512_349,FP_MorganFeat1024_r2_648,FP_RDKit512_101,Tautomer_Score,AC2D_163,AC2D_115,FP_TopoTorsion1024_730,AC2D_98,RDKit2D_fr_bicyclic,FP_RDKit512_263,FP_AtomPair1024_865,RDKit2D_SPS,FP_TopoTorsion1024_868,RDKit2D_MinAbsEStateIndex,FP_Morgan1024_r2_367,FP_RDKit512_183,FP_MACCS_116,Flex_FractionCSP3,AC2D_114,FP_Morgan1024_r2_897,RDKit2D_SMR_VSA3,FP_MACCS_99,AC2D_122,FP_RDKit512_478,FP_TopoTorsion1024_372,FP_TopoTorsion1024_376,Frag_fr_allylic_oxid,RDKit2D_fr_allylic_oxid,FP_RDKit512_60,GETAWAY_124,FP_AtomPair1024_898,Pharm2D_Gobbi_231,RDKit2D_HallKierAlpha,FP_MorganFeat1024_r2_646,FP_AtomPair1024_696,FP_AtomPair1024_697,FP_MorganFeat1024_r2_277,RDKit2D_VSA_EState2,RDKit2D_fr_C_O_noCOO,RDKit2D_fr_C_O,RDKit2D_PEOE_VSA2,FP_RDKit512_184,FP_AtomPair1024_632,RDKit2D_NumAmideBonds,FP_RDKit512_109,RDKit2D_fr_NH1,FP_Morgan1024_r2_575,FP_Morgan1024_r2_681,RDKit2D_AvgIpc,Pharm2D_Gobbi_219,FP_RDKit512_97,FP_RDKit512_108,FP_Morgan1024_r2_128,Pharm2D_Gobbi_82,FP_RDKit512_16,AC2D_189,RDKit2D_SMR_VSA10,FP_AtomPair1024_720,FP_TopoTorsion1024_688,MORSE_190,RDKit2D_VSA_EState5,RDKit2D_EState_VSA6,FP_RDKit512_160,FP_RDKit512_12,FP_RDKit512_180,RDKit2D_MaxAbsEStateIndex,MORSE_158,FP_RDKit512_130,FP_TopoTorsion1024_413,RDKit2D_NumAromaticRings,FP_RDKit512_175,FP_AtomPair1024_250,FP_AtomPair1024_372,MORSE_126,FP_AtomPair1024_381,FP_RDKit512_443,FP_RDKit512_187,FP_RDKit512_66,RDKit2D_PEOE_VSA12,Pharm2D_Gobbi_80,Phys_Mean_Bond_Polarity,MORSE_30,FP_TopoTorsion1024_500,RDKit2D_RingCount,average,sample_weight
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(N)=O)C(C)C)C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.80585,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1392.0,1.196,-0.268,0.0,0.021,2.0,0.0,1.0,14.362205,1.0,0.028870288,0.0,0.0,0.0,0.44186047,0.017,0.0,89.05417,0.0,0.08,0.0,0.0,1.0,0.0,0.0,0.0,38.022,0.0,0.0,-14.12,0.0,1.0,0.0,0.0,250.02869,14.0,17.0,81.50713,0.0,1.0,14.0,0.0,16.0,0.0,0.0,1.7430779,0.0,0.0,0.0,1.0,1.0,1.0,0.944,122.41428,1.0,1.0,-1.202,-20.893948,126.602036,0.0,0.0,1.0,15.065988,-0.358,0.0,1.0,7.0,0.0,1.0,1.0,-1.179,1.0,0.0,1.0,1.0,82.700516,1.0,0.22220439,-0.896,0.0,7.0,5.958607314841775,1.0329961881563277
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(N)=O)C(C)C)C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.80585,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1392.0,1.196,-0.266,0.0,0.023,2.0,0.0,1.0,14.34375,1.0,0.031458907,0.0,0.0,0.0,0.44827586,0.019,0.0,89.05417,0.0,0.082,0.0,0.0,1.0,0.0,0.0,0.0,38.84,0.0,0.0,-14.12,0.0,1.0,1.0,0.0,250.48824,14.0,17.0,81.50713,0.0,1.0,14.0,0.0,16.0,0.0,0.0,1.7165382,0.0,0.0,0.0,1.0,1.0,1.0,0.944,122.41428,1.0,1.0,-1.182,-20.825397,126.602036,0.0,0.0,1.0,15.096087,-0.351,0.0,1.0,7.0,0.0,1.0,1.0,-1.204,1.0,0.0,1.0,1.0,82.700516,1.0,0.22025804,-0.874,0.0,7.0,5.920818753952375,1.0329961881563277
CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)[C@@H](C)O)C(C)C)[C@@H](C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.80585,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1304.0,1.232,-0.244,0.0,0.035,2.0,0.0,1.0,18.18792,1.0,0.020976325,0.0,0.0,0.0,0.24242425,0.031,0.0,100.35336,0.0,0.101,0.0,0.0,1.0,0.0,0.0,0.0,42.723,1.0,0.0,-14.55,0.0,1.0,1.0,0.0,281.01648,18.0,19.0,91.09621,0.0,1.0,18.0,0.0,19.0,0.0,0.0,1.773563,0.0,0.0,0.0,1.0,1.0,1.0,0.93,134.10439,1.0,1.0,-0.898,-21.758242,126.602036,0.0,0.0,1.0,15.596369,-0.278,0.0,1.0,6.0,0.0,1.0,1.0,-0.912,1.0,0.0,1.0,1.0,106.32924,1.0,0.22131896,-0.539,0.0,7.0,6.0,1.0329961881563277
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(N)=O)C(C)C)C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.80585,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1397.0,1.175,-0.256,0.0,0.015,2.0,0.0,1.0,14.322835,1.0,0.0634958,0.0,0.0,0.0,0.24242425,0.011,0.0,89.05417,0.0,0.072,0.0,0.0,1.0,0.0,0.0,0.0,42.723,0.0,0.0,-14.61,0.0,1.0,1.0,0.0,262.12576,15.0,18.0,86.30167,0.0,1.0,15.0,0.0,16.0,0.0,0.0,1.7038587,0.0,0.0,0.0,1.0,1.0,1.0,0.927,128.32146,1.0,1.0,-0.898,-23.02661,126.602036,0.0,0.0,1.0,15.029498,-0.278,0.0,1.0,7.0,0.0,1.0,1.0,-0.912,1.0,0.0,1.0,1.0,88.6077,1.0,0.22131896,-0.539,0.0,7.0,5.4089353929735005,1.0329961881563277
CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@]1(C)CCC/C=C\CCC[C@@](C)(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](C(N)=O)C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)[C@@H](C)O)C(C)C)[C@@H](C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.80585,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1286.0,1.195,-0.213,0.0,0.047,2.0,0.0,1.0,20.314516,1.0,0.05732598,0.0,0.0,1.0,0.24242425,0.042,0.0,79.08621,1.0,0.117,0.0,1.0,1.0,2.0,2.0,0.0,42.723,1.0,0.0,-12.57,0.0,1.0,1.0,1.0,221.25076,14.0,15.0,71.91806,0.0,1.0,14.0,0.0,15.0,0.0,0.0,1.5613264,0.0,0.0,0.0,1.0,1.0,1.0,0.897,110.47567,1.0,1.0,-0.898,-16.499342,126.75182,0.0,0.0,1.0,15.532742,-0.278,0.0,0.0,6.0,0.0,1.0,1.0,-0.912,1.0,0.0,1.0,1.0,82.700516,1.0,0.22131896,-0.539,1.0,7.0,5.187086643357144,1.0329961881563277
CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(N)=O)C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)[C@@H](C)O)C(C)C)[C@@H](C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.80585,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1320.0,1.257,-0.261,0.0,0.035,2.0,0.0,1.0,17.79651,1.0,0.020344567,0.0,0.0,0.0,0.24242425,0.03,0.0,116.30373,0.0,0.102,0.0,0.0,1.0,0.0,0.0,0.0,42.723,1.0,0.0,-16.22,0.0,1.0,1.0,0.0,326.1148,21.0,22.0,105.47982,0.0,1.0,21.0,0.0,22.0,0.0,0.0,1.6701559,0.0,0.0,0.0,1.0,1.0,1.0,0.949,151.82593,1.0,1.0,-0.898,-24.808289,126.602036,0.0,0.0,1.0,15.76317,-0.278,0.0,1.0,6.0,0.0,1.0,1.0,-0.912,1.0,0.0,1.0,1.0,124.05077,1.0,0.22131896,-0.539,0.0,7.0,6.876148359032914,1.0329961881563277
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@]1(C)CCC/C=C\CCC[C@@](C)(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.80585,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1419.0,1.325,-0.309,0.0,0.042,2.0,0.0,1.0,17.972973,1.0,0.0009112743,0.0,0.0,1.0,0.24242425,0.037,0.0,126.27168,1.0,0.102,0.0,1.0,1.0,2.0,2.0,0.0,42.723,1.0,0.0,-17.43,0.0,1.0,1.0,1.0,325.48257,20.0,21.0,106.09457,0.0,1.0,20.0,0.0,24.0,0.0,0.0,0.8901846,0.0,0.0,0.0,1.0,1.0,1.0,0.98,151.87831,1.0,1.0,-0.898,-22.33698,144.95093,0.0,0.0,1.0,16.205717,-0.278,0.0,1.0,7.0,0.0,1.0,1.0,-0.912,1.0,0.0,1.0,1.0,118.14359,1.0,0.22131896,-0.539,1.0,8.0,8.154901959985743,1.0329961881563277
CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)NC(C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)C(C)C)[C@@H](C)O)C(C)C)[C@@H](C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.80585,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1320.0,1.253,-0.269,0.0,0.035,2.0,0.0,1.0,15.0,1.0,0.020318164,0.0,0.0,0.0,0.24242425,0.03,0.0,110.98694,0.0,0.102,0.0,0.0,1.0,0.0,0.0,0.0,42.723,1.0,0.0,-16.26,0.0,1.0,1.0,0.0,321.39215,20.0,22.0,105.47982,0.0,1.0,20.0,0.0,21.0,0.0,0.0,1.6661792,0.0,0.0,0.0,1.0,1.0,1.0,0.951,151.88806,1.0,1.0,-0.898,-25.263475,126.602036,0.0,0.0,1.0,15.323498,-0.278,0.0,1.0,6.0,0.0,1.0,1.0,-0.912,1.0,0.0,1.0,1.0,118.14359,1.0,0.22131896,-0.539,0.0,6.0,7.139661993429006,1.0329961881563277
CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)[C@@H](C)O)C(C)C)[C@@H](C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.80585,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1319.0,1.266,-0.263,0.0,0.036,2.0,0.0,1.0,17.664772,1.0,0.009233455,0.0,0.0,0.0,0.24242425,0.031,0.0,116.30373,0.0,0.101,0.0,0.0,1.0,0.0,0.0,0.0,42.723,1.0,0.0,-16.26,0.0,1.0,1.0,0.0,328.2849,21.0,22.0,105.47982,0.0,1.0,21.0,0.0,22.0,0.0,0.0,1.6870129,0.0,0.0,0.0,1.0,1.0,1.0,0.961,151.82593,1.0,1.0,-0.898,-24.818268,126.602036,0.0,0.0,1.0,15.817664,-0.278,0.0,1.0,6.0,0.0,1.0,1.0,-0.912,1.0,0.0,1.0,1.0,124.05077,1.0,0.22131896,-0.539,0.0,7.0,7.602059991327962,1.0329961881563277
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(N)=O)C(C)C)C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.80585,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1397.0,1.203,-0.269,0.0,0.02,2.0,0.0,1.0,14.2384615,1.0,0.009767218,0.0,0.0,0.0,0.24242425,0.016,0.0,94.37096,0.0,0.075,0.0,0.0,1.0,0.0,0.0,0.0,42.723,1.0,0.0,-14.81,0.0,1.0,1.0,0.0,250.86453,14.0,17.0,86.91641,0.0,1.0,14.0,0.0,18.0,0.0,0.0,1.5856283,0.0,0.0,0.0,1.0,1.0,1.0,0.924,128.37384,1.0,1.0,-0.898,-21.642752,126.602036,0.0,0.0,1.0,15.124297,-0.278,0.0,1.0,7.0,0.0,1.0,1.0,-0.912,1.0,0.0,1.0,1.0,82.700516,1.0,0.22131896,-0.539,0.0,7.0,6.062983892535186,1.0329961881563277
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](C(N)=O)C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.80585,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1392.0,1.218,-0.264,0.0,0.026,2.0,0.0,1.0,18.150793,1.0,0.023164341,0.0,0.0,0.0,0.24242425,0.022,0.0,94.37096,0.0,0.084,0.0,0.0,1.0,0.0,0.0,0.0,42.723,1.0,0.0,-14.08,0.0,1.0,1.0,0.0,254.58218,16.0,17.0,81.50713,0.0,1.0,16.0,0.0,17.0,0.0,0.0,1.6681802,1.0,0.0,0.0,1.0,1.0,1.0,0.949,122.29003,1.0,1.0,-0.898,-19.338741,126.602036,0.0,0.0,1.0,15.361719,-0.278,0.0,1.0,7.0,0.0,1.0,1.0,-0.912,1.0,0.0,1.0,1.0,94.51488,1.0,0.22131896,-0.539,0.0,8.0,5.275724130399211,1.0329961881563277
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(=O)O)NC1=O)C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.80585,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1417.0,1.311,-0.308,0.0,0.036,2.0,0.0,1.0,17.13812,1.0,0.011585725,0.0,0.0,0.0,0.24242425,0.031,0.0,126.27168,0.0,0.097,0.0,0.0,1.0,0.0,0.0,0.0,42.723,1.0,0.0,-17.01,0.0,1.0,1.0,0.0,337.854,21.0,22.0,105.47982,0.0,1.0,21.0,0.0,23.0,0.0,0.0,1.6715626,0.0,0.0,0.0,1.0,1.0,1.0,0.997,151.82593,1.0,1.0,-0.898,-23.596664,126.602036,0.0,0.0,1.0,15.857661,-0.278,0.0,1.0,7.0,0.0,1.0,1.0,-0.912,1.0,0.0,1.0,1.0,124.05077,1.0,0.22131896,-0.539,0.0,8.0,8.221848749616356,1.0329961881563277
CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(N)=O)C(C)C)[C@@H](C)O)C(C)C)[C@@H](C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.80585,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1290.0,1.173,-0.227,0.0,0.035,2.0,0.0,1.0,15.6204815,1.0,0.022987248,0.0,0.0,0.0,0.24242425,0.03,0.0,91.71256,0.0,0.104,0.0,0.0,1.0,0.0,0.0,0.0,42.723,0.0,0.0,-14.12,0.0,1.0,0.0,0.0,252.72336,15.0,17.0,84.21178,0.0,1.0,15.0,0.0,16.5,0.0,0.0,1.684363,0.0,0.0,0.0,1.0,1.0,1.0,0.89,128.34766,1.0,1.0,-0.898,-21.268349,126.602036,0.0,0.0,1.0,15.209381,-0.278,0.0,1.0,6.0,0.0,1.0,1.0,-0.912,1.0,0.0,1.0,1.0,88.6077,1.0,0.22131896,-0.539,0.0,7.0,5.065501548756432,1.0329961881563277
